percent_race_one_race_asian,percent_race_one_race_black_or_african_american,percent_race_one_race_native_hawaiian_and_other_pacific_islander,geographic_area_name,percent_race_one_race_white,Year,percent_hispanic_or_latino
3.5,5.0,0.0,"Des Moines, IA",87.7,2013,7.0
3.8,22.4,0.0,"Detroit, MI",70.1,2013,4.1
0.7,23.9,0.0,"Dothan, AL",72.7,2013,3.2
2.2,24.6,0.2,"Dover, DE",66.1,2013,6.6
0.7,2.4,0.0,"DuBois, PA",95.4,2013,2.7
1.2,1.6,0.0,"Dubuque, IA",94.2,2013,2.1
1.0,1.5,0.0,"Duluth, MN",92.4,2013,1.3
1.1,21.6,0.0,"Dunn, NC",67.7,2013,11.7
4.4,27.1,0.0,"Durham, NC",62.3,2013,11.4
2.0,13.9,0.0,"East Stroudsburg, PA",77.4,2013,14.2
2.3,0.7,0.0,"Eau Claire, WI",94.1,2013,1.9
1.5,2.6,0.0,"El Centro, CA",69.2,2013,81.8
1.5,30.8,0.5,"Elizabeth City, NC",64.2,2013,3.0
1.4,9.8,0.0,"Elizabethtown, KY",83.3,2013,4.9
0.7,4.4,0.1,"Elkhart, IN",86.9,2013,14.9
1.2,6.2,0.0,"Elmira, NY",88.9,2013,2.8
1.1,3.4,0.1,"El Paso, TX",83.9,2013,81.1
1.4,7.1,0.0,"Erie, PA",88.1,2013,3.7
2.5,1.1,0.3,"Eugene, OR",87.7,2013,8.0
2.2,1.1,0.1,"Eureka, CA",81.7,2013,10.5
1.2,6.2,0.1,"Evansville, IN",89.4,2013,2.1
3.4,3.9,0.2,"Fairbanks, AK",77.6,2013,7.7
2.1,2.5,0.0,"Fargo, ND",91.8,2013,2.8
2.3,1.1,0.0,"Faribault, MN",90.1,2013,7.7
N,N,N,"Farmington, MO",N,2013,1.9
0.3,0.2,0.1,"Farmington, NM",52.9,2013,19.3
2.2,36.2,0.1,"Fayetteville, NC",51.0,2013,10.9
3.0,3.1,0.1,"Fayetteville, AR",83.3,2013,15.5
1.4,0.8,0.0,"Findlay, OH",93.5,2013,5.0
1.3,1.9,0.2,"Flagstaff, AZ",61.8,2013,13.9
0.9,20.6,0.0,"Flint, MI",74.6,2013,3.2
0.8,41.1,0.0,"Florence, SC",55.7,2013,2.3
0.8,13.2,0.0,"Florence, AL",83.8,2013,2.0
1.4,0.9,0.0,"Fond du Lac, WI",93.4,2013,4.8
0.2,10.6,0.0,"Forest City, NC",85.5,2013,3.9
1.8,0.7,0.1,"Fort Collins, CO",90.9,2013,10.9
2.5,3.7,0.1,"Fort Smith, AR",81.2,2013,9.2
2.3,10.1,0.0,"Fort Wayne, IN",81.9,2013,6.2
1.0,9.4,0.0,"Frankfort, KY",85.0,2013,2.3
10.0,5.1,0.2,"Fresno, CA",61.8,2013,51.6
0.7,15.8,0.1,"Gadsden, AL",81.4,2013,3.6
5.2,18.3,0.5,"Gainesville, FL",72.1,2013,8.6
1.8,7.4,0.0,"Gainesville, GA",82.0,2013,27.2
1.1,0.3,0.1,"Gallup, NM",17.3,2013,13.8
0.8,1.6,0.0,"Gettysburg, PA",92.1,2013,6.5
0.3,2.6,0.0,"Glens Falls, NY",95.1,2013,2.3
1.1,0.7,0.0,"Glenwood Springs, CO",90.0,2013,22.9
0.7,30.6,0.0,"Goldsboro, NC",56.9,2013,10.7
1.7,2.2,0.1,"Grand Forks, ND",90.4,2013,4.3
1.3,1.4,0.1,"Grand Island, NE",93.2,2013,18.9
0.5,1.0,0.0,"Grand Junction, CO",93.3,2013,13.8
2.3,6.5,0.0,"Grand Rapids, MI",86.0,2013,9.0
0.3,0.2,0.0,"Grants Pass, OR",93.8,2013,6.8
1.2,1.6,0.0,"Great Falls, MT",88.3,2013,3.9
1.5,1.2,0.1,"Greeley, CO",80.5,2013,28.4
2.5,2.2,0.0,"Green Bay, WI",88.4,2013,6.7
N,N,N,"Greeneville, TN",N,2013,2.7
1.9,1.0,0.0,"Greenfield Town, MA",93.9,2013,3.6
3.3,26.6,0.1,"Greensboro, NC",65.0,2013,7.9
1.8,34.0,0.0,"Greenville, NC",58.8,2013,5.8
1.5,16.9,0.1,"Greenville, SC",78.6,2013,6.4
0.6,29.9,0.0,"Greenwood, SC",65.6,2013,4.3
0.0,16.4,0.1,"Guayama, PR",80.5,2013,99.5
2.5,21.6,0.0,"Gulfport, MS",72.6,2013,5.2
1.5,9.1,0.2,"Hagerstown, MD",85.4,2013,3.9
N,N,N,"Hammond, LA",N,2013,3.8
3.6,6.7,0.3,"Hanford, CA",66.7,2013,52.7
3.2,10.5,0.0,"Harrisburg, PA",81.8,2013,5.4
1.9,3.4,0.3,"Harrisonburg, VA",90.4,2013,10.8
4.4,11.1,0.0,"Hartford, CT",76.7,2013,13.6
0.6,29.7,0.0,"Hattiesburg, MS",67.0,2013,2.7
1.0,0.1,0.1,"Helena, MT",93.2,2013,2.9
0.6,0.4,0.1,"Hermiston, OR",86.0,2013,26.7
2.6,6.3,0.0,"Hickory, NC",83.9,2013,6.7
21.8,0.5,13.6,"Hilo, HI",34.9,2013,12.2
0.8,22.5,0.0,"Hilton Head Island, SC",69.0,2013,12.0
1.2,38.1,0.2,"Hinesville, GA",48.1,2013,13.3
0.2,2.3,0.0,"Hobbs, NM",88.8,2013,54.3
0.6,1.2,0.0,"Holland, MI",94.8,2013,7.0
1.7,3.3,0.0,"Homosassa Springs, FL",93.4,2013,4.9
0.1,8.6,0.0,"Hot Springs, AR",83.5,2013,5.2
1.0,16.3,0.0,"Houma, LA",75.4,2013,4.4
7.0,17.2,0.0,"Houston, TX",65.6,2013,36.1
0.6,2.3,0.0,"Huntington, WV",94.5,2013,0.5
2.3,22.2,0.1,"Huntsville, AL",71.8,2013,4.9
N,N,N,"Huntsville, TX",N,2013,16.2
0.7,2.4,0.2,"Hutchinson, KS",92.5,2013,8.7
0.6,0.5,0.2,"Idaho Falls, ID",89.7,2013,11.8
1.2,2.2,0.0,"Indiana, PA",94.7,2013,1.3
2.5,14.8,0.0,"Indianapolis, IN",77.1,2013,6.3
5.2,5.1,0.2,"Iowa City, IA",87.4,2013,5.4
10.4,4.2,0.0,"Ithaca, NY",81.2,2013,4.6
0.5,8.9,0.0,"Jackson, MI",87.7,2013,3.2
1.0,48.9,0.0,"Jackson, MS",48.1,2013,2.2
0.9,33.4,0.0,"Jackson, TN",64.0,2013,1.8
3.6,21.4,0.1,"Jacksonville, FL",70.9,2013,7.7
2.1,16.2,0.4,"Jacksonville, NC",75.1,2013,11.8
0.7,2.9,0.0,"Jamestown, NY",93.3,2013,6.8
1.2,3.4,0.0,"Janesville, WI",90.0,2013,8.0
1.0,7.1,0.1,"Jefferson City, MO",88.3,2013,2.3
1.2,2.9,0.0,"Johnson City, TN",93.3,2013,2.5
0.5,3.6,0.0,"Johnstown, PA",93.6,2013,1.6
0.9,12.0,0.0,"Jonesboro, AR",83.2,2013,4.4
1.2,1.9,0.3,"Joplin, MO",90.5,2013,6.5
28.7,0.5,10.6,"Kahului, HI",34.2,2013,10.7
2.0,9.3,0.0,"Kalamazoo, MI",83.2,2013,5.9
N,N,N,"Kalispell, MT",N,2013,2.6
0.9,14.9,0.0,"Kankakee, IL",80.3,2013,9.5
2.5,12.6,0.1,"Kansas City, MO",78.9,2013,8.6
35.8,0.5,9.1,"Kapaa, HI",34.5,2013,10.5
1.2,0.7,0.1,"Keene, NH",95.6,2013,1.7
2.6,1.6,0.1,"Kennewick, WA",76.6,2013,30.0
1.6,5.6,0.0,"Key West, FL",87.1,2013,21.7
2.4,20.0,0.7,"Killeen, TX",67.7,2013,21.8
0.4,2.8,0.0,"Kingsport, TN",95.1,2013,1.3
1.8,5.2,0.0,"Kingston, NY",87.1,2013,9.5
0.9,0.5,0.4,"Klamath Falls, OR",87.6,2013,11.6
1.2,6.2,0.0,"Knoxville, TN",89.9,2013,3.3
1.3,7.5,0.0,"Kokomo, IN",88.3,2013,2.9
4.1,1.3,0.0,"La Crosse, WI",91.9,2013,1.6
1.3,25.0,0.0,"Lafayette, LA",70.6,2013,3.5
6.3,3.1,0.0,"Lafayette, IN",87.9,2013,7.5
1.0,34.4,0.0,"LaGrange, GA",59.8,2013,3.6
1.1,23.8,0.0,"Lake Charles, LA",72.0,2013,2.8
1.1,17.9,0.0,"Lake City, FL",77.7,2013,5.4
1.3,1.3,0.1,"Lake Havasu City, AZ",90.8,2013,15.5
1.7,15.0,0.0,"Lakeland, FL",78.7,2013,19.0
2.0,4.5,0.0,"Lancaster, PA",88.3,2013,9.5
3.8,8.4,0.0,"Lansing, MI",81.7,2013,6.5
0.4,0.5,0.0,"Laredo, TX",95.2,2013,95.3
0.7,1.7,0.0,"Las Cruces, NM",89.7,2013,66.6
9.3,10.8,0.7,"Las Vegas, NV",62.7,2013,30.0
N,N,N,"Laurel, MS",N,2013,2.5
4.2,4.0,0.0,"Lawrence, KS",83.4,2013,5.5
1.8,16.3,0.5,"Lawton, OK",65.3,2013,12.3
1.2,2.0,0.0,"Lebanon, PA",87.8,2013,10.9
2.3,0.5,0.0,"Lewiston, ID",90.2,2013,3.6
1.1,0.9,0.0,"Lewiston, ME",92.7,2013,1.7
2.5,11.3,0.0,"Lexington, KY",81.2,2013,5.9
0.9,11.5,0.0,"Lima, OH",83.3,2013,2.7
3.6,4.0,0.0,"Lincoln, NE",86.7,2013,6.0
1.4,22.6,0.0,"Little Rock, AR",72.0,2013,4.9
2.3,0.9,0.0,"Logan, UT",90.8,2013,10.0
N,N,N,"London, KY",N,2013,2.1
0.8,18.1,0.0,"Longview, TX",77.8,2013,15.2
1.2,0.4,0.0,"Longview, WA",91.4,2013,8.2
15.2,6.7,0.3,"Los Angeles, CA",55.8,2013,44.9
1.6,13.9,0.0,"Louisville/Jefferson County, KY",80.9,2013,4.3
1.9,6.8,0.0,"Lubbock, TX",79.7,2013,34.6
1.0,15.3,0.0,"Lufkin, TX",75.0,2013,20.8
0.8,24.2,0.0,"Lumberton, NC",30.2,2013,8.0
1.4,17.2,0.0,"Lynchburg, VA",77.4,2013,2.4
1.2,44.3,0.0,"Macon, GA",52.4,2013,2.8
2.1,3.3,0.2,"Madera, CA",82.7,2013,55.7
4.3,4.4,0.1,"Madison, WI",87.1,2013,5.5
3.7,2.4,0.0,"Manchester, NH",89.9,2013,5.8
3.9,6.1,0.0,"Manhattan, KS",85.2,2013,7.3
2.6,0.8,0.1,"Manitowoc, WI",94.9,2013,3.5
1.7,2.8,0.0,"Mankato, MN",92.8,2013,3.3
0.7,8.1,0.1,"Mansfield, OH",87.2,2013,1.7
0.6,0.7,0.0,"Marinette, WI",96.3,2013,1.5
0.3,7.2,0.0,"Marion, IN",88.3,2013,4.0
0.3,4.9,0.0,"Marion, OH",89.9,2013,2.3
0.7,1.7,0.1,"Marquette, MI",93.3,2013,1.4
N,N,N,"Marshall, TX",N,2013,12.1
0.5,26.9,0.0,"Martinsville, VA",67.3,2013,5.3
0.2,4.5,0.0,"Mayag?ez, PR",58.4,2013,99.4
1.0,0.7,0.0,"McAllen, TX",91.7,2013,91.0
0.4,1.9,0.0,"Meadville, PA",96.0,2013,1.2
0.9,0.9,0.0,"Medford, OR",91.4,2013,11.7
1.9,46.4,0.0,"Memphis, TN",47.9,2013,5.2
8.1,3.2,0.1,"Merced, CA",58.9,2013,56.8
N,N,N,"Meridian, MS",N,2013,1.6
2.4,21.3,0.0,"Miami, FL",71.6,2013,42.7
0.2,10.9,0.0,"Michigan City, IN",84.0,2013,5.9
2.4,1.7,0.1,"Midland, MI",93.4,2013,2.4
1.1,5.7,0.6,"Midland, TX",74.9,2013,41.4
3.2,16.5,0.0,"Milwaukee, WI",74.8,2013,10.1
6.0,7.6,0.0,"Minneapolis, MN",80.7,2013,5.6
1.2,2.6,0.2,"Minot, ND",90.0,2013,4.4
1.2,0.2,0.0,"Missoula, MT",91.9,2013,2.9
2.0,35.0,0.0,"Mobile, AL",60.2,2013,2.6
5.9,2.8,0.3,"Modesto, CA",72.2,2013,43.5
1.0,35.3,0.0,"Monroe, LA",62.1,2013,2.6
0.6,2.3,0.0,"Monroe, MI",94.8,2013,3.3
1.5,44.3,0.0,"Montgomery, AL",51.6,2013,3.1
1.3,6.0,0.1,"Morehead City, NC",87.8,2013,4.0
2.2,3.9,0.1,"Morgantown, WV",91.5,2013,1.8
0.5,3.0,0.0,"Morristown, TN",92.7,2013,7.6
1.5,0.6,0.1,"Moses Lake, WA",71.1,2013,39.4
0.5,4.0,0.1,"Mount Airy, NC",92.3,2013,9.9
1.9,2.3,0.0,"Mount Pleasant, MI",89.6,2013,3.7
1.3,0.9,0.4,"Mount Vernon, WA",86.4,2013,17.6
1.0,6.8,0.0,"Muncie, IN",89.0,2013,2.0
0.6,13.1,0.0,"Muskegon, MI",81.0,2013,5.2
0.7,11.3,0.0,"Muskogee, OK",60.6,2013,5.6
1.0,12.7,0.4,"Myrtle Beach, SC",82.6,2013,5.7
0.9,16.8,0.0,"Nacogdoches, TX",75.8,2013,18.5
7.7,2.2,0.1,"Napa, CA",72.4,2013,33.4
1.3,6.7,0.0,"Naples, FL",89.2,2013,26.3
2.4,15.4,0.1,"Nashville, TN",77.9,2013,6.7
1.9,22.4,0.3,"New Bern, NC",70.4,2013,6.3
N,N,N,"New Castle, PA",N,2013,1.2
3.9,12.8,0.0,"New Haven, CT",75.8,2013,16.4
2.9,34.9,0.0,"New Orleans, LA",58.6,2013,8.3
N,N,N,"New Philadelphia, OH",N,2013,0.4
10.4,17.2,0.0,"New York, NY",58.9,2013,23.5
1.9,14.4,0.1,"Niles, MI",78.1,2013,5.0
1.7,6.9,0.0,"North Port, FL",88.7,2013,11.7
0.2,3.4,0.0,"North Wilkesboro, NC",90.6,2013,5.7
4.0,5.9,0.0,"Norwich, CT",81.7,2013,9.6
3.8,3.1,0.7,"Oak Harbor, WA",85.6,2013,6.7
1.4,13.3,0.0,"Ocala, FL",82.5,2013,11.6
1.1,4.5,0.3,"Ocean City, NJ",90.4,2013,7.0
0.9,4.1,0.0,"Odessa, TX",85.0,2013,56.4
1.5,1.2,0.4,"Ogden, UT",90.6,2013,12.0
1.1,2.6,0.0,"Ogdensburg, NY",93.3,2013,2.1
3.1,10.1,0.1,"Oklahoma City, OK",74.3,2013,12.1
0.9,1.7,0.0,"Olean, NY",92.3,2013,1.9
6.4,3.0,0.2,"Olympia, WA",82.2,2013,8.1
2.2,7.5,0.0,"Omaha, NE",85.2,2013,9.5
N,N,N,"Opelousas, LA",N,2013,1.8
0.3,63.3,0.1,"Orangeburg, SC",33.6,2013,2.1
4.2,15.8,0.1,"Orlando, FL",71.1,2013,27.3
2.6,1.6,0.1,"Oshkosh, WI",92.8,2013,3.8
1.0,1.7,0.0,"Ottawa, IL",94.5,2013,8.4
0.8,4.1,0.0,"Owensboro, KY",92.5,2013,2.6
N,N,N,"Owosso, MI",N,2013,2.7
6.9,1.7,0.1,"Oxnard, CA",79.1,2013,41.5
0.5,10.4,0.0,"Paducah, KY",87.4,2013,2.0
0.7,16.8,0.0,"Palatka, FL",77.9,2013,9.4
2.4,10.4,0.0,"Palm Bay, FL",83.5,2013,9.0
2.4,11.3,0.0,"Panama City, FL",82.2,2013,5.4
N,N,N,"Parkersburg, WV",N,2013,0.9
2.4,16.0,0.1,"Pensacola, FL",75.1,2013,5.2
2.2,9.0,0.0,"Peoria, IL",85.6,2013,3.3
5.4,21.0,0.0,"Philadelphia, PA",67.9,2013,8.5
3.5,5.1,0.2,"Phoenix, AZ",80.1,2013,29.9
0.3,48.7,0.0,"Pine Bluff, AR",49.3,2013,2.3
0.7,11.8,0.0,"Pinehurst, NC",83.1,2013,6.3
2.0,8.2,0.0,"Pittsburgh, PA",87.5,2013,1.5
1.3,2.7,0.0,"Pittsfield, MA",92.1,2013,3.8
1.6,3.6,0.0,"Plattsburgh, NY",91.8,2013,2.7
1.3,0.5,0.0,"Pocatello, ID",89.9,2013,7.6
0.1,4.8,0.0,"Ponce, PR",79.9,2013,99.4
2.1,1.1,0.0,"Port Angeles, WA",88.0,2013,5.7
1.6,1.8,0.0,"Portland, ME",94.0,2013,1.7
5.9,3.0,0.5,"Portland, OR",82.6,2013,11.3
1.6,14.7,0.0,"Port St. Lucie, FL",78.0,2013,15.7
1.0,2.8,0.0,"Portsmouth, OH",95.1,2013,1.8
0.5,2.6,0.0,"Pottsville, PA",94.4,2013,3.4
0.7,0.6,0.0,"Prescott, AZ",92.2,2013,14.0
2.8,5.3,0.1,"Providence, RI",82.8,2013,11.2
1.5,0.7,0.9,"Provo, UT",91.1,2013,11.1
0.7,2.8,0.1,"Pueblo, CO",73.9,2013,42.3
1.0,6.0,0.0,"Punta Gorda, FL",90.4,2013,6.6
0.5,5.0,0.0,"Quincy, IL",93.5,2013,1.2
1.1,11.1,0.0,"Racine, WI",79.2,2013,12.3
5.0,20.1,0.1,"Raleigh, NC",69.2,2013,10.3
0.8,1.6,0.0,"Rapid City, SD",84.7,2013,4.3
1.4,4.4,0.1,"Reading, PA",82.8,2013,18.1
2.9,0.9,0.0,"Redding, CA",86.1,2013,9.1
5.3,2.3,0.5,"Reno, NV",81.5,2013,23.0
0.3,5.9,0.0,"Richmond, IN",90.2,2013,2.7
3.5,30.3,0.0,"Richmond, VA",60.8,2013,5.6
0.3,4.4,0.2,"Richmond, KY",92.6,2013,1.9
6.4,7.5,0.3,"Riverside, CA",64.3,2013,48.9
1.6,12.7,0.2,"Roanoke, VA",82.6,2013,3.6
0.7,57.2,0.0,"Roanoke Rapids, NC",36.7,2013,0.6
3.8,3.9,0.0,"Rochester, MN",89.0,2013,4.0
2.7,11.7,0.1,"Rochester, NY",80.8,2013,6.6
2.3,10.6,0.0,"Rockford, IL",80.5,2013,13.1
0.6,44.9,0.0,"Rocky Mount, NC",49.4,2013,5.6
1.5,14.5,0.0,"Rome, GA",76.8,2013,10.1
0.8,0.2,0.0,"Roseburg, OR",91.8,2013,5.1
1.0,2.1,0.0,"Roswell, NM",73.6,2013,54.2
0.3,3.5,0.0,"Russellville, AR",89.0,2013,11.2
12.4,7.2,0.7,"Sacramento, CA",66.8,2013,20.8
1.1,19.0,0.0,"Saginaw, MI",75.8,2013,8.0
1.6,3.0,0.1,"St. Cloud, MN",91.6,2013,2.8
0.3,0.6,0.7,"St. George, UT",90.9,2013,9.9
0.4,5.2,0.0,"St. Joseph, MO",90.8,2013,4.6
2.3,18.1,0.0,"St. Louis, MO",76.7,2013,2.8
0.4,1.5,0.0,"Salem, OH",95.5,2013,2.4
2.0,0.7,0.3,"Salem, OR",86.0,2013,22.9
6.2,2.7,0.5,"Salinas, CA",77.8,2013,56.8
2.0,17.4,0.1,"Salisbury, MD",76.2,2013,7.0
3.4,1.6,1.6,"Salt Lake City, UT",82.1,2013,17.3
1.3,4.6,0.0,"San Angelo, TX",82.9,2013,37.0
2.2,6.5,0.1,"San Antonio, TX",81.1,2013,54.5
11.2,5.1,0.5,"San Diego, CA",71.4,2013,32.9
0.2,7.5,0.1,"Sandusky, OH",86.9,2013,3.8
24.1,7.9,0.7,"San Francisco, CA",53.2,2013,21.9
N,N,N,"San Germ?n, PR",N,2013,99.4
32.5,2.7,0.3,"San Jose, CA",48.3,2013,27.7
0.3,9.5,0.0,"San Juan, PR",70.4,2013,99.1
3.8,2.3,0.0,"San Luis Obispo, CA",85.5,2013,21.7
4.7,0.8,0.0,"Santa Cruz, CA",80.7,2013,32.9
1.1,0.4,0.3,"Santa Fe, NM",81.0,2013,51.1
5.3,1.9,0.1,"Santa Maria, CA",64.1,2013,44.1
3.7,1.5,0.3,"Santa Rosa, CA",76.6,2013,25.9
2.0,33.5,0.1,"Savannah, GA",61.2,2013,5.1
1.4,3.0,0.0,"Scranton, PA",91.5,2013,7.2
0.7,4.2,0.0,"Searcy, AR",91.8,2013,4.1
12.1,5.7,0.9,"Seattle, WA",72.5,2013,9.5
1.0,9.6,0.0,"Sebastian, FL",85.4,2013,11.7
1.5,10.1,0.0,"Sebring, FL",85.6,2013,18.2
0.7,8.6,0.0,"Seneca, SC",88.6,2013,4.8
N,N,N,"Sevierville, TN",N,2013,5.5
0.6,2.7,0.0,"Shawnee, OK",75.8,2013,4.7
4.9,0.7,0.0,"Sheboygan, WI",90.1,2013,5.8
0.7,21.1,0.0,"Shelby, NC",75.0,2013,3.1
1.4,6.1,0.1,"Sherman, TX",87.5,2013,12.2
0.5,0.6,0.4,"Show Low, AZ",50.0,2013,11.0
1.1,39.1,0.1,"Shreveport, LA",56.6,2013,3.4
1.7,4.0,0.0,"Sierra Vista, AZ",82.9,2013,33.9
2.5,2.7,0.4,"Sioux City, IA",87.0,2013,14.4
1.2,2.9,0.1,"Sioux Falls, SD",89.8,2013,3.7
0.2,2.8,0.0,"Somerset, PA",95.7,2013,1.3
1.9,12.1,0.0,"South Bend, IN",80.9,2013,7.0
2.2,21.7,0.0,"Spartanburg, SC",72.0,2013,5.7
2.2,2.0,0.4,"Spokane, WA",89.7,2013,4.8
1.9,11.4,0.0,"Springfield, IL",83.9,2013,2.2
2.7,7.6,0.1,"Springfield, MA",80.7,2013,18.2
1.2,2.1,0.0,"Springfield, MO",92.1,2013,2.9
0.6,9.4,0.0,"Springfield, OH",86.5,2013,3.0
5.2,3.1,0.2,"State College, PA",89.3,2013,2.7
1.8,28.7,0.0,"Statesboro, GA",65.3,2013,3.6
0.2,7.5,0.2,"Staunton, VA",90.4,2013,2.2
3.1,0.3,0.0,"Stevens Point, WI",93.9,2013,2.9
3.9,4.2,0.0,"Stillwater, OK",81.3,2013,4.3
14.4,6.9,0.6,"Stockton, CA",55.5,2013,40.1
1.2,45.9,0.0,"Sumter, SC",48.8,2013,3.7
0.3,2.4,0.0,"Sunbury, PA",95.5,2013,2.9
2.8,8.2,0.0,"Syracuse, NY",84.7,2013,3.8
N,N,N,"Talladega, AL",N,2013,2.0
2.3,33.5,0.0,"Tallahassee, FL",61.5,2013,6.4
3.2,11.9,0.0,"Tampa, FL",79.2,2013,17.3
1.3,4.5,0.0,"Terre Haute, IN",91.0,2013,2.6
0.5,24.6,0.0,"Texarkana, TX",70.3,2013,6.4
0.3,9.5,0.0,"The Villages, FL",88.3,2013,5.7
1.6,14.6,0.0,"Toledo, OH",78.3,2013,6.4
0.8,5.6,0.1,"Topeka, KS",86.2,2013,9.5
2.0,1.7,0.0,"Torrington, CT",93.1,2013,5.2
0.7,0.7,0.0,"Traverse City, MI",94.3,2013,2.4
10.1,19.9,0.0,"Trenton, NJ",60.5,2013,16.2
1.4,0.4,0.1,"Truckee, CA",91.3,2013,9.0
2.5,3.4,0.2,"Tucson, AZ",77.8,2013,35.7
0.7,2.2,0.0,"Tullahoma, TN",90.8,2013,3.1
1.8,7.9,0.1,"Tulsa, OK",72.4,2013,8.9
0.9,21.2,0.0,"Tupelo, MS",75.6,2013,2.9
1.2,33.4,0.0,"Tuscaloosa, AL",63.4,2013,2.9
1.5,0.5,0.0,"Twin Falls, ID",94.5,2013,18.7
0.9,18.4,0.0,"Tyler, TX",77.6,2013,18.3
1.2,1.1,0.3,"Ukiah, CA",80.4,2013,23.5
42.6,2.9,9.0,"Urban Honolulu, HI",21.7,2013,9.2
2.7,5.3,0.0,"Utica, NY",88.3,2013,4.5
1.3,33.8,0.0,"Valdosta, GA",59.8,2013,6.9
15.1,14.1,0.8,"Vallejo, CA",53.2,2013,25.2
0.9,7.1,0.0,"Victoria, TX",85.7,2013,44.7
1.1,21.4,0.0,"Vineland, NJ",60.9,2013,28.6
3.7,30.7,0.1,"Virginia Beach, VA",60.5,2013,6.1
3.5,1.8,0.1,"Visalia, CA",84.3,2013,62.3
1.6,14.9,0.0,"Waco, TX",74.1,2013,24.9
1.5,1.3,0.0,"Walla Walla, WA",86.0,2013,20.9
2.9,32.3,0.0,"Warner Robins, GA",60.4,2013,6.2
1.4,0.9,0.0,"Warsaw, IN",93.5,2013,7.8
9.5,25.5,0.1,"Washington, DC",56.1,2013,14.7
1.4,7.7,0.0,"Waterloo, IA",89.2,2013,3.5
0.7,0.6,0.0,"Watertown, WI",95.0,2013,6.9
0.8,4.5,0.8,"Watertown, NY",85.7,2013,7.0
5.3,0.7,0.0,"Wausau, WI",91.8,2013,2.5
0.4,3.9,0.0,"Weirton, WV",94.2,2013,1.4
1.0,0.4,0.3,"Wenatchee, WA",84.3,2013,28.1
0.4,3.7,0.0,"Wheeling, WV",94.6,2013,1.0
1.0,1.0,0.1,"Whitewater, WI",94.1,2013,10.9
3.3,7.7,0.0,"Wichita, KS",83.8,2013,12.1
1.8,9.1,0.0,"Wichita Falls, TX",81.7,2013,16.5
0.4,5.3,0.0,"Williamsport, PA",92.3,2013,1.6
1.2,15.2,0.1,"Wilmington, NC",79.6,2013,5.6
0.6,39.2,0.0,"Wilson, NC",50.1,2013,10.0
1.4,5.8,0.0,"Winchester, VA",88.4,2013,8.8
1.5,17.5,0.2,"Winston, NC",76.4,2013,9.8
2.1,0.5,0.0,"Wisconsin Rapids, WI",94.5,2013,2.6
0.9,1.9,0.0,"Wooster, OH",96.0,2013,1.6
4.0,4.4,0.0,"Worcester, MA",85.7,2013,10.2
1.4,1.1,0.1,"Yakima, WA",73.7,2013,47.0
1.4,5.7,0.0,"York, PA",89.2,2013,6.3
0.8,10.8,0.0,"Youngstown, OH",85.6,2013,3.0
11.0,2.9,0.4,"Yuba City, CA",71.6,2013,28.4
1.1,2.3,0.0,"Yuma, AZ",76.5,2013,61.1
0.5,3.2,0.1,"Zanesville, OH",92.3,2013,0.5
5.1,12.6,0.2,,73.7,2013,17.1
1.8,1.2,0.1,"Aberdeen, WA",88.7,2014,9.8
1.5,7.4,0.1,"Abilene, TX",78.3,2014,23.1
0.3,2.6,0.0,"Adrian, MI",92.0,2014,7.7
0.5,3.5,0.0,"Aguadilla, PR",72.9,2014,97.4
2.6,12.1,0.0,"Akron, OH",82.2,2014,1.9
1.4,3.7,0.3,"Alamogordo, NM",75.8,2014,36.5
0.8,52.2,0.0,"Albany, GA",44.3,2014,2.6
1.1,0.3,0.0,"Albany, OR",92.2,2014,8.4
4.0,7.6,0.0,"Albany, NY",83.8,2014,4.9
0.5,2.4,0.0,"Albertville, AL",90.6,2014,12.9
2.1,2.4,0.0,"Albuquerque, NM",72.4,2014,47.9
1.4,29.5,0.0,"Alexandria, LA",66.0,2014,3.2
2.6,5.5,0.0,"Allentown, PA",83.5,2014,15.0
0.7,1.4,0.0,"Altoona, PA",96.0,2014,1.2
3.0,5.7,0.2,"Amarillo, TX",85.4,2014,27.4
5.9,1.9,0.1,"Ames, IA",87.9,2014,3.1
7.4,4.5,1.7,"Anchorage, AK",69.3,2014,7.9
8.8,11.5,0.1,"Ann Arbor, MI",74.3,2014,4.4
N,N,N,"Anniston, AL",N,2014,3.5
2.8,1.2,0.0,"Appleton, WI",90.9,2014,4.0
0.5,2.0,0.0,"Arecibo, PR",84.7,2014,99.6
1.1,5.2,0.2,"Asheville, NC",90.1,2014,6.7
0.1,3.5,0.2,"Ashtabula, OH",92.8,2014,3.8
0.7,7.0,0.1,"Athens, TX",88.8,2014,12.0
3.8,19.5,0.0,"Athens, GA",72.4,2014,8.3
5.5,33.5,0.1,"Atlanta, GA",55.3,2014,10.4
8.3,15.8,0.0,"Atlantic City, NJ",67.7,2014,18.5
0.2,4.6,0.0,"Auburn, NY",91.4,2014,2.8
3.3,23.3,0.0,"Auburn, AL",70.8,2014,3.9
1.8,36.3,0.0,"Augusta, GA",58.5,2014,5.0
1.0,0.8,0.0,"Augusta, ME",96.4,2014,1.5
5.3,7.5,0.0,"Austin, TX",79.8,2014,32.0
4.7,5.4,0.1,"Bakersfield, CA",75.9,2014,51.5
5.3,29.3,0.0,"Baltimore, MD",61.3,2014,5.3
1.4,1.0,0.0,"Bangor, ME",94.7,2014,1.3
