percent_race_one_race_asian,percent_race_one_race_black_or_african_american,percent_race_one_race_native_hawaiian_and_other_pacific_islander,geographic_area_name,percent_race_one_race_white,Year,percent_hispanic_or_latino
3.7,3.5,0.0,"Lincoln, NE",89.1,2011,5.8
N,N,N,"Lincolnton, NC",N,2011,6.9
1.4,22.6,0.0,"Little Rock, AR",72.5,2011,4.9
1.8,0.7,0.2,"Logan, UT",92.0,2011,9.4
0.9,17.9,0.0,"Longview, TX",77.4,2011,15.8
1.1,0.4,0.1,"Longview, WA",90.4,2011,8.1
14.8,6.8,0.3,"Los Angeles, CA",56.5,2011,44.8
1.5,13.5,0.0,"Louisville/Jefferson County, KY",81.2,2011,4.0
2.1,6.9,0.1,"Lubbock, TX",79.4,2011,33.1
1.0,15.5,0.0,"Lufkin, TX",80.8,2011,20.5
1.0,23.4,0.0,"Lumberton, NC",31.4,2011,8.4
1.2,18.0,0.0,"Lynchburg, VA",79.1,2011,2.1
1.0,43.4,0.1,"Macon, GA",52.9,2011,2.3
2.1,3.1,0.9,"Madera, CA",82.4,2011,54.5
4.2,4.5,0.0,"Madison, WI",87.1,2011,5.5
3.0,2.1,0.0,"Manchester, NH",91.2,2011,5.5
3.5,8.0,0.3,"Manhattan, KS",81.8,2011,8.0
2.7,0.2,0.0,"Manitowoc, WI",93.8,2011,3.3
1.2,2.7,0.0,"Mankato, MN",93.1,2011,3.0
0.5,9.0,0.0,"Mansfield, OH",87.3,2011,1.5
0.1,0.2,0.0,"Marinette, WI",95.8,2011,1.3
0.7,5.8,0.0,"Marion, IN",88.4,2011,3.7
0.2,6.4,0.0,"Marion, OH",90.9,2011,2.3
1.0,5.5,0.0,"Marion, IL",91.6,2011,1.1
0.7,1.8,0.0,"Marquette, MI",93.6,2011,1.2
N,N,N,"Marshall, TX",N,2011,11.9
2.3,0.3,0.0,"Marshfield, WI",95.6,2011,2.3
0.5,28.2,0.0,"Martinsville, VA",68.3,2011,4.0
0.0,4.0,0.0,"Mayag?ez, PR",51.1,2011,99.0
1.1,0.4,0.0,"McAllen, TX",93.1,2011,90.7
0.3,1.8,0.0,"Meadville, PA",95.8,2011,1.0
1.1,0.7,0.3,"Medford, OR",92.3,2011,11.2
1.9,45.3,0.1,"Memphis, TN",48.3,2011,5.1
7.4,3.5,0.2,"Merced, CA",69.8,2011,55.7
N,N,N,"Meridian, MS",N,2011,1.8
2.3,21.1,0.0,"Miami, FL",72.1,2011,41.8
0.4,10.6,0.0,"Michigan City, IN",85.7,2011,5.6
2.7,1.2,0.0,"Midland, MI",93.7,2011,2.1
1.8,7.1,0.0,"Midland, TX",84.1,2011,38.8
2.9,16.5,0.0,"Milwaukee, WI",75.0,2011,9.7
5.7,7.4,0.0,"Minneapolis, MN",81.4,2011,5.5
0.8,1.6,0.1,"Minot, ND",91.1,2011,3.2
1.2,0.5,0.0,"Missoula, MT",93.0,2011,2.8
1.8,34.9,0.0,"Mobile, AL",60.5,2011,2.5
5.4,3.0,0.7,"Modesto, CA",77.5,2011,42.6
0.6,35.5,0.0,"Monroe, LA",61.6,2011,1.9
0.6,2.2,0.0,"Monroe, MI",94.4,2011,3.1
1.5,43.4,0.0,"Montgomery, AL",53.2,2011,2.8
1.2,6.2,0.0,"Morehead City, NC",90.5,2011,3.7
2.6,3.0,0.0,"Morgantown, WV",92.3,2011,1.7
0.2,3.4,0.0,"Morristown, TN",92.9,2011,6.7
1.0,1.0,0.1,"Moses Lake, WA",66.0,2011,38.7
0.2,4.2,0.0,"Mount Airy, NC",91.7,2011,10.0
0.8,2.9,0.0,"Mount Pleasant, MI",88.5,2011,3.4
1.7,0.9,0.2,"Mount Vernon, WA",87.3,2011,17.3
1.2,5.0,0.0,"Muncie, IN",88.6,2011,1.9
0.3,13.9,0.0,"Muskegon, MI",80.8,2011,4.9
0.1,11.1,0.0,"Muskogee, OK",61.6,2011,5.5
1.3,13.8,0.0,"Myrtle Beach, SC",79.0,2011,6.3
1.4,18.6,0.0,"Nacogdoches, TX",77.1,2011,18.2
7.5,1.7,0.1,"Napa, CA",81.3,2011,32.9
1.2,6.8,0.0,"Naples, FL",86.8,2011,26.3
2.3,15.4,0.0,"Nashville, TN",77.4,2011,6.7
1.8,22.6,0.1,"New Bern, NC",70.9,2011,5.5
0.2,4.3,0.0,"New Castle, PA",93.2,2011,1.1
3.6,12.4,0.0,"New Haven, CT",75.0,2011,15.4
2.1,32.1,0.0,"New Iberia, LA",62.9,2011,3.4
2.9,34.4,0.0,"New Orleans, LA",58.7,2011,8.0
0.4,1.0,0.0,"New Philadelphia, OH",96.3,2011,2.0
10.1,17.4,0.0,"New York, NY",59.2,2011,23.3
1.6,15.3,0.0,"Niles, MI",78.1,2011,4.7
1.4,6.8,0.0,"North Port, FL",86.8,2011,11.4
0.2,4.4,0.0,"North Wilkesboro, NC",89.8,2011,5.6
4.0,5.3,0.1,"Norwich, CT",82.5,2011,8.8
4.6,2.2,0.6,"Oak Harbor, WA",84.5,2011,5.9
1.2,12.8,0.0,"Ocala, FL",81.7,2011,11.2
N,N,N,"Ocean City, NJ",N,2011,6.4
0.4,4.4,0.0,"Odessa, TX",87.1,2011,53.9
1.4,1.3,0.4,"Ogden, UT",87.7,2011,12.1
0.8,1.9,0.2,"Ogdensburg, NY",93.5,2011,2.0
2.7,10.1,0.2,"Oklahoma City, OK",74.6,2011,11.7
0.4,0.8,0.0,"Olean, NY",92.8,2011,1.8
5.9,2.4,0.9,"Olympia, WA",83.6,2011,7.4
2.2,7.6,0.0,"Omaha, NE",84.0,2011,9.3
N,N,N,"Opelousas, LA",N,2011,1.7
1.0,62.5,0.0,"Orangeburg, SC",34.3,2011,2.0
4.1,15.9,0.1,"Orlando, FL",72.4,2011,25.9
2.4,1.9,0.1,"Oshkosh, WI",93.0,2011,3.6
0.1,2.2,0.0,"Ottawa, IL",95.1,2011,8.1
0.7,4.4,0.0,"Owensboro, KY",92.4,2011,2.4
N,N,N,"Owosso, MI",N,2011,2.5
7.0,2.0,0.2,"Oxnard, CA",76.0,2011,40.9
1.0,7.4,0.0,"Paducah, KY",88.0,2011,1.6
0.1,16.4,0.3,"Palatka, FL",77.7,2011,9.4
1.7,10.0,0.1,"Palm Bay, FL",83.2,2011,8.4
0.9,12.9,0.0,"Palm Coast, FL",79.5,2011,9.0
1.7,11.0,0.0,"Panama City, FL",82.5,2011,5.1
0.6,0.8,0.0,"Parkersburg, WV",96.3,2011,0.5
1.9,20.1,0.0,"Pascagoula, MS",75.4,2011,4.3
0.9,0.6,0.4,"Pendleton, OR",88.1,2011,24.3
2.5,16.2,0.2,"Pensacola, FL",75.2,2011,4.8
2.1,9.7,0.0,"Peoria, IL",86.0,2011,3.0
5.1,20.5,0.0,"Philadelphia, PA",68.7,2011,8.1
3.3,5.0,0.2,"Phoenix, AZ",81.1,2011,29.9
0.3,47.9,0.5,"Pine Bluff, AR",50.3,2011,2.0
1.8,8.4,0.0,"Pittsburgh, PA",87.7,2011,1.4
1.5,3.1,0.0,"Pittsfield, MA",93.0,2011,3.5
0.6,4.5,0.0,"Plattsburgh, NY",92.1,2011,3.4
1.6,0.7,0.1,"Pocatello, ID",90.7,2011,9.2
0.3,5.3,0.0,"Ponce, PR",67.6,2011,99.7
1.2,0.3,0.0,"Port Angeles, WA",87.8,2011,5.3
1.6,1.7,0.0,"Portland, ME",94.4,2011,1.6
6.0,2.9,0.5,"Portland, OR",81.9,2011,11.1
1.1,13.9,0.0,"Port St. Lucie, FL",77.6,2011,15.3
0.4,2.9,0.0,"Portsmouth, OH",94.3,2011,0.9
0.5,2.8,0.0,"Pottsville, PA",94.8,2011,2.9
3.2,9.7,0.0,"Poughkeepsie, NY",76.4,2011,15.1
0.8,0.6,0.1,"Prescott, AZ",91.5,2011,13.9
2.8,5.2,0.0,"Providence, RI",84.1,2011,10.6
1.6,0.7,1.1,"Provo, UT",91.8,2011,10.8
0.7,2.1,0.1,"Pueblo, CO",81.4,2011,41.6
1.4,5.3,0.0,"Punta Gorda, FL",91.5,2011,5.9
0.8,4.9,0.0,"Quincy, IL",92.9,2011,0.6
1.4,11.3,0.0,"Racine, WI",82.8,2011,11.7
4.4,20.5,0.0,"Raleigh, NC",69.9,2011,10.3
0.9,0.9,0.0,"Rapid City, SD",84.4,2011,3.5
1.4,5.2,0.0,"Reading, PA",83.8,2011,16.8
1.9,1.0,0.2,"Redding, CA",87.6,2011,8.8
4.8,2.7,0.6,"Reno, NV",78.7,2011,22.5
N,N,N,"Richmond, IN",N,2011,2.7
3.2,29.9,0.1,"Richmond, VA",63.1,2011,4.9
0.2,4.4,0.0,"Richmond, KY",93.1,2011,1.9
6.2,7.2,0.3,"Riverside, CA",64.6,2011,47.9
1.7,13.1,0.0,"Roanoke, VA",81.6,2011,2.8
0.7,51.8,0.1,"Roanoke Rapids, NC",41.8,2011,2.4
4.2,4.0,0.0,"Rochester, MN",89.1,2011,4.2
2.6,11.7,0.0,"Rochester, NY",81.0,2011,6.4
2.3,11.0,0.0,"Rockford, IL",81.9,2011,12.7
0.5,45.5,0.0,"Rocky Mount, NC",50.9,2011,4.6
1.4,13.8,0.1,"Rome, GA",79.4,2011,9.7
0.7,0.1,0.2,"Roseburg, OR",92.6,2011,4.8
0.9,1.4,0.2,"Roswell, NM",87.1,2011,51.6
1.2,5.9,0.0,"Russellville, AR",85.9,2011,7.2
12.0,7.1,0.7,"Sacramento, CA",66.8,2011,20.5
1.1,18.3,0.1,"Saginaw, MI",76.2,2011,7.8
1.9,3.2,0.0,"St. Cloud, MN",92.1,2011,2.3
0.4,0.2,0.9,"St. George, UT",94.0,2011,10.0
0.5,4.8,0.2,"St. Joseph, MO",89.7,2011,4.4
2.1,18.1,0.0,"St. Louis, MO",76.9,2011,2.7
2.0,0.8,0.5,"Salem, OR",79.1,2011,22.4
6.2,3.0,0.6,"Salinas, CA",73.5,2011,56.1
1.6,28.6,0.0,"Salisbury, MD",66.0,2011,4.0
0.3,16.6,0.0,"Salisbury, NC",77.9,2011,7.9
3.0,1.6,1.4,"Salt Lake City, UT",85.5,2011,16.8
1.0,4.7,0.0,"San Angelo, TX",86.6,2011,36.3
2.0,6.3,0.1,"San Antonio, TX",78.0,2011,54.2
11.0,5.0,0.4,"San Diego, CA",71.3,2011,32.5
0.6,9.6,0.0,"Sandusky, OH",86.6,2011,3.5
23.4,8.3,0.7,"San Francisco, CA",55.3,2011,22.0
0.0,2.4,0.0,"San Germ?n, PR",94.3,2011,99.4
31.3,2.6,0.4,"San Jose, CA",52.4,2011,28.1
0.3,9.3,0.0,"San Juan, PR",65.6,2011,99.0
3.9,2.4,0.0,"San Luis Obispo, CA",83.7,2011,21.3
5.0,1.8,0.2,"Santa Barbara, CA",76.7,2011,43.4
4.5,1.1,0.1,"Santa Cruz, CA",82.6,2011,32.7
1.6,0.7,0.0,"Santa Fe, NM",85.0,2011,50.9
4.2,1.5,0.4,"Santa Rosa, CA",80.8,2011,25.4
2.3,33.7,0.1,"Savannah, GA",61.0,2011,5.3
1.4,3.1,0.0,"Scranton, PA",92.4,2011,6.2
1.1,13.1,0.0,"Seaford, DE",81.1,2011,8.9
0.0,4.2,0.0,"Searcy, AR",90.5,2011,4.0
11.6,5.5,0.8,"Seattle, WA",73.3,2011,9.2
1.0,9.3,0.0,"Sebastian, FL",87.7,2011,11.6
1.6,9.4,0.3,"Sebring, FL",82.7,2011,17.8
0.4,6.9,0.0,"Seneca, SC",89.9,2011,4.6
N,N,N,"Sevierville, TN",N,2011,4.5
0.7,2.3,0.0,"Shawnee, OK",76.9,2011,4.4
4.9,1.6,0.1,"Sheboygan, WI",91.4,2011,5.6
N,N,N,"Shelby, NC",N,2011,3.0
1.0,5.5,0.2,"Sherman, TX",86.8,2011,11.8
0.8,0.4,0.0,"Show Low, AZ",49.5,2011,11.1
0.9,38.8,0.0,"Shreveport, LA",55.8,2011,3.6
1.7,3.8,0.3,"Sierra Vista, AZ",73.2,2011,32.6
2.2,2.0,0.0,"Sioux City, IA",81.7,2011,15.8
1.3,3.0,0.0,"Sioux Falls, SD",90.6,2011,3.3
0.2,2.8,0.0,"Somerset, PA",96.2,2011,1.2
1.5,11.5,0.0,"South Bend, IN",80.9,2011,6.8
0.8,12.6,0.0,"Southern Pines, NC",83.0,2011,6.1
2.0,21.0,0.0,"Spartanburg, SC",73.3,2011,6.1
2.2,2.0,0.4,"Spokane, WA",89.0,2011,4.7
1.6,11.5,0.0,"Springfield, IL",84.2,2011,1.8
2.6,6.4,0.0,"Springfield, MA",82.4,2011,15.8
1.1,2.1,0.1,"Springfield, MO",92.9,2011,2.8
0.6,8.6,0.0,"Springfield, OH",86.2,2011,2.8
5.8,3.5,0.0,"State College, PA",89.2,2011,2.7
1.6,27.9,0.0,"Statesboro, GA",66.0,2011,3.7
2.2,12.4,0.0,"Statesville, NC",81.9,2011,7.0
0.7,8.5,0.1,"Staunton, VA",87.0,2011,2.6
0.4,4.3,0.0,"Steubenville, OH",94.1,2011,1.2
2.5,0.1,0.0,"Stevens Point, WI",94.9,2011,2.8
3.9,4.1,0.0,"Stillwater, OK",81.3,2011,4.2
14.2,7.6,0.6,"Stockton, CA",61.2,2011,39.4
1.4,47.2,0.0,"Sumter, SC",48.9,2011,3.5
4.8,12.6,0.2,,74.1,2011,16.7
1.9,1.4,0.1,"Aberdeen, WA",87.4,2012,9.2
1.5,7.9,0.0,"Abilene, TX",83.3,2012,21.3
0.3,2.4,0.0,"Adrian, MI",93.2,2012,7.6
0.4,2.9,0.0,"Aguadilla, PR",70.4,2012,97.2
2.1,11.7,0.0,"Akron, OH",83.1,2012,1.7
1.5,3.7,0.0,"Alamogordo, NM",74.6,2012,35.3
1.1,52.6,0.0,"Albany, GA",44.3,2012,2.3
1.2,0.6,0.0,"Albany, OR",92.8,2012,8.1
3.3,7.6,0.0,"Albany, NY",84.6,2012,4.5
0.6,2.1,0.0,"Albertville, AL",90.6,2012,12.8
1.9,2.7,0.1,"Albuquerque, NM",70.1,2012,47.4
1.2,29.8,0.1,"Alexandria, LA",66.6,2012,3.0
0.9,1.3,0.0,"Allegan, MI",94.0,2012,6.9
2.7,5.3,0.0,"Allentown, PA",84.8,2012,14.1
0.8,1.2,0.0,"Altoona, PA",96.1,2012,1.0
2.8,5.5,0.3,"Amarillo, TX",84.7,2012,26.4
5.7,3.2,0.0,"Ames, IA",89.0,2012,3.1
7.4,5.0,1.6,"Anchorage, AK",70.3,2012,7.2
0.5,8.4,0.0,"Anderson, IN",87.9,2012,3.4
0.8,16.9,0.0,"Anderson, SC",80.0,2012,3.2
8.2,12.3,0.0,"Ann Arbor, MI",74.3,2012,4.3
0.8,21.4,0.0,"Anniston, AL",75.6,2012,3.5
2.9,1.1,0.0,"Appleton, WI",91.9,2012,3.8
1.0,4.5,0.0,"Asheville, NC",91.2,2012,6.6
0.2,3.5,0.0,"Ashtabula, OH",93.3,2012,3.5
N,N,N,"Athens, TX",N,2012,11.6
3.0,20.1,0.0,"Athens, GA",73.4,2012,8.4
5.1,32.8,0.0,"Atlanta, GA",56.1,2012,10.6
8.0,16.2,0.0,"Atlantic City, NJ",66.5,2012,17.7
0.5,4.2,0.0,"Auburn, NY",92.6,2012,2.5
2.7,22.8,0.2,"Auburn, AL",70.2,2012,3.6
1.8,36.1,0.0,"Augusta, GA",58.0,2012,4.8
0.7,0.3,0.0,"Augusta, ME",95.9,2012,1.3
4.9,7.4,0.0,"Austin, TX",80.2,2012,31.9
4.7,5.5,0.2,"Bakersfield, CA",71.5,2012,50.3
4.9,28.8,0.1,"Baltimore, MD",62.0,2012,4.9
1.1,0.9,0.0,"Bangor, ME",95.5,2012,1.2
1.4,2.3,0.0,"Barnstable Town, MA",92.8,2012,2.4
1.8,35.8,0.0,"Baton Rouge, LA",60.0,2012,3.6
1.7,11.1,0.0,"Battle Creek, MI",83.3,2012,4.6
0.4,1.3,0.1,"Bay City, MI",94.8,2012,4.9
2.9,23.6,0.0,"Beaumont, TX",69.5,2012,13.8
0.7,2.9,0.0,"Beaver Dam, WI",94.2,2012,4.2
1.0,9.1,0.0,"Beckley, WV",88.4,2012,0.8
3.7,0.9,0.3,"Bellingham, WA",86.0,2012,8.4
0.9,0.0,0.3,"Bend, OR",93.7,2012,7.6
0.9,0.4,0.0,"Billings, MT",90.3,2012,4.8
3.2,4.2,0.1,"Binghamton, NY",89.7,2012,3.1
1.4,28.5,0.0,"Birmingham, AL",66.8,2012,4.3
0.6,0.7,0.0,"Bismarck, ND",93.0,2012,1.3
3.8,4.6,0.0,"Blacksburg, VA",89.8,2012,2.4
4.7,2.1,0.1,"Bloomington, IN",90.1,2012,2.7
4.5,7.7,0.0,"Bloomington, IL",84.5,2012,4.6
1.4,1.6,0.0,"Bloomsburg, PA",95.6,2012,1.9
N,N,N,"Bluefield, WV",N,2012,0.7
1.9,0.9,0.1,"Boise City, ID",91.4,2012,12.7
6.9,7.9,0.0,"Boston, MA",78.2,2012,9.6
4.7,1.1,0.0,"Boulder, CO",88.5,2012,13.5
2.8,8.9,0.0,"Bowling Green, KY",83.0,2012,4.5
0.9,0.5,0.1,"Bozeman, MT",95.1,2012,2.9
0.4,0.6,0.0,"Brainerd, MN",93.3,2012,1.2
0.2,0.2,0.0,"Branson, MO",94.4,2012,4.0
4.6,2.5,0.8,"Bremerton, WA",82.3,2012,6.8
5.0,11.3,0.0,"Bridgeport, CT",74.3,2012,17.8
0.7,0.7,0.0,"Brownsville, TX",89.0,2012,88.4
1.9,20.0,0.3,"Brunswick, GA",71.6,2012,5.1
2.6,12.1,0.1,"Buffalo, NY",80.9,2012,4.3
1.4,17.6,0.4,"Burlington, NC",71.2,2012,11.6
2.3,1.9,0.0,"Burlington, VT",92.9,2012,1.8
0.7,6.0,0.0,"Canton, OH",89.5,2012,1.6
1.8,8.2,0.0,"Cape Coral, FL",84.7,2012,18.9
1.2,8.3,0.0,"Cape Girardeau, MO",87.7,2012,2.0
1.4,0.5,2.0,"Carson City, NV",82.2,2012,22.5
0.6,0.7,0.0,"Casper, WY",92.4,2012,7.6
1.8,3.7,0.1,"Cedar Rapids, IA",91.6,2012,2.5
0.7,0.9,0.0,"Centralia, WA",92.9,2012,9.2
1.0,3.9,0.0,"Chambersburg, PA",93.2,2012,4.6
8.5,10.7,0.0,"Champaign, IL",77.4,2012,5.0
0.9,2.7,0.0,"Charleston, WV",91.9,2012,1.1
0.5,3.2,0.0,"Charleston, IL",94.0,2012,2.1
1.6,26.8,0.0,"Charleston, SC",67.4,2012,5.4
3.4,23.9,0.1,"Charlotte, NC",66.9,2012,10.2
3.5,12.8,0.2,"Charlottesville, VA",79.2,2012,4.5
1.6,13.9,0.0,"Chattanooga, TN",81.6,2012,3.6
1.0,2.5,0.0,"Cheyenne, WY",88.7,2012,14.0
5.9,17.1,0.0,"Chicago, IL",66.9,2012,21.3
4.6,1.5,0.1,"Chico, CA",84.9,2012,14.8
0.5,4.0,0.0,"Chillicothe, OH",90.4,2012,1.1
2.0,12.1,0.0,"Cincinnati, OH",83.0,2012,2.7
0.3,1.6,0.3,"Clarksburg, WV",96.0,2012,1.2
1.9,17.9,0.4,"Clarksville, TN",73.6,2012,7.7
1.3,2.6,0.8,"Clearlake, CA",80.9,2012,18.0
0.4,4.1,0.0,"Cleveland, TN",93.2,2012,4.5
2.0,20.4,0.0,"Cleveland, OH",74.5,2012,5.0
N,N,N,"Coamo, PR",N,2012,99.3
1.1,0.1,0.0,"Coeur d'Alene, ID",94.1,2012,4.1
5.1,11.9,0.0,"College Station, TX",73.7,2012,23.4
2.5,6.2,0.2,"Colorado Springs, CO",82.4,2012,15.2
3.7,6.1,0.0,"Columbia, MO",83.9,2012,3.0
1.7,33.2,0.0,"Columbia, SC",60.5,2012,5.4
0.6,11.8,0.0,"Columbia, TN",83.9,2012,5.0
1.7,40.5,0.1,"Columbus, GA",52.6,2012,6.1
4.8,2.5,0.1,"Columbus, IN",87.6,2012,6.5
3.3,14.9,0.0,"Columbus, OH",77.3,2012,3.8
1.5,1.4,0.0,"Concord, NH",95.4,2012,1.8
N,N,N,"Cookeville, TN",N,2012,4.0
1.0,1.2,0.0,"Coos Bay, OR",90.8,2012,5.8
1.5,1.4,0.0,"Corning, NY",95.3,2012,1.5
1.5,3.9,0.1,"Corpus Christi, TX",86.0,2012,58.3
5.0,0.8,1.5,"Corvallis, OR",87.0,2012,6.7
3.4,9.0,0.1,"Crestview, FL",78.7,2012,8.1
0.5,1.1,0.1,"Cullman, AL",96.4,2012,4.4
0.7,7.8,0.1,"Cumberland, MD",90.5,2012,1.2
5.7,15.3,0.1,"Dallas, TX",69.9,2012,28.0
0.1,3.5,0.0,"Dalton, GA",91.9,2012,27.5
1.0,12.5,0.0,"Danville, IL",83.2,2012,4.5
0.6,31.9,0.1,"Danville, VA",63.6,2012,2.6
0.8,8.8,0.0,"Daphne, AL",86.3,2012,4.6
1.6,7.1,0.0,"Davenport, IA",86.6,2012,8.0
1.9,14.9,0.0,"Dayton, OH",80.0,2012,2.2
0.4,12.0,0.0,"Decatur, AL",80.9,2012,6.1
1.3,15.6,0.0,"Decatur, IL",79.1,2012,2.0
1.6,10.8,0.1,"Deltona, FL",83.2,2012,11.8
3.8,5.7,0.1,"Denver, CO",82.2,2012,22.8
3.1,4.6,0.1,"Des Moines, IA",87.5,2012,6.9
3.4,22.6,0.0,"Detroit, MI",70.2,2012,4.1
0.6,24.0,0.0,"Dothan, AL",72.9,2012,3.2
2.1,24.4,0.0,"Dover, DE",68.7,2012,6.4
0.5,1.9,0.0,"DuBois, PA",95.2,2012,2.5
1.2,1.2,0.0,"Dubuque, IA",93.9,2012,2.1
0.8,1.3,0.0,"Duluth, MN",92.4,2012,1.3
1.3,21.3,0.0,"Dunn, NC",69.0,2012,11.3
4.4,26.5,0.1,"Durham, NC",63.5,2012,11.3
0.2,2.4,0.0,"East Liverpool, OH",95.4,2012,1.3
2.0,12.9,0.1,"East Stroudsburg, PA",79.6,2012,14.0
2.7,1.0,0.0,"Eau Claire, WI",93.8,2012,1.8
1.3,3.0,0.3,"El Centro, CA",80.5,2012,81.2
N,N,N,"Elizabeth City, NC",N,2012,1.4
2.4,11.3,0.0,"Elizabethtown, KY",81.0,2012,4.8
1.1,6.1,0.0,"Elkhart, IN",85.9,2012,14.7
1.5,6.0,0.0,"Elmira, NY",88.3,2012,2.8
1.1,3.4,0.1,"El Paso, TX",82.7,2012,81.2
1.6,18.4,0.0,"Enterprise, AL",76.9,2012,6.1
1.2,7.1,0.0,"Erie, PA",87.6,2012,3.6
3.0,0.9,0.2,"Eugene, OR",88.2,2012,7.8
2.9,1.7,0.3,"Eureka, CA",82.4,2012,10.3
1.0,5.9,0.0,"Evansville, IN",90.0,2012,1.9
2.4,4.9,0.5,"Fairbanks, AK",77.6,2012,6.8
1.9,8.8,0.0,"Fajardo, PR",53.7,2012,99.7
2.0,2.1,0.2,"Fargo, ND",91.3,2012,2.7
N,N,N,"Farmington, MO",N,2012,0.6
0.5,0.7,0.0,"Farmington, NM",50.9,2012,19.3
2.1,35.9,0.1,"Fayetteville, NC",51.2,2012,10.5
2.7,2.2,1.0,"Fayetteville, AR",84.0,2012,15.5
1.9,1.6,0.0,"Findlay, OH",94.2,2012,4.8
1.5,1.8,0.2,"Flagstaff, AZ",63.4,2012,13.7
0.8,20.9,0.0,"Flint, MI",74.7,2012,3.1
0.9,41.5,0.0,"Florence, SC",55.0,2012,2.2
0.4,11.8,0.0,"Florence, AL",84.6,2012,2.4
0.5,1.3,0.0,"Fond du Lac, WI",93.4,2012,4.5
N,N,N,"Forest City, NC",N,2012,3.8
1.9,1.0,0.1,"Fort Collins, CO",90.6,2012,10.8
0.3,0.8,0.0,"Fort Payne, AL",94.0,2012,7.9
2.4,3.5,0.1,"Fort Smith, AR",81.4,2012,8.6
2.5,10.3,0.3,"Fort Wayne, IN",82.2,2012,6.0
1.0,8.7,0.0,"Frankfort, KY",87.1,2012,2.3
9.8,5.2,0.1,"Fresno, CA",55.7,2012,51.2
0.7,15.0,0.0,"Gadsden, AL",81.3,2012,3.6
4.9,19.0,0.1,"Gainesville, FL",70.9,2012,8.6
1.8,7.4,0.0,"Gainesville, GA",79.7,2012,26.9
0.6,7.1,0.0,"Galesburg, IL",88.9,2012,5.3
0.5,0.3,0.1,"Gallup, NM",17.8,2012,13.8
0.7,1.1,0.0,"Gettysburg, PA",92.4,2012,6.3
0.7,2.3,0.1,"Glens Falls, NY",94.6,2012,1.7
1.2,31.6,0.0,"Goldsboro, NC",56.3,2012,10.4
1.7,1.6,0.0,"Grand Forks, ND",91.4,2012,4.1
0.8,1.5,0.0,"Grand Island, NE",94.3,2012,20.8
0.5,0.6,0.1,"Grand Junction, CO",92.3,2012,13.7
1.8,7.9,0.0,"Grand Rapids, MI",85.1,2012,8.7
0.9,0.5,0.0,"Grants Pass, OR",93.8,2012,6.6
0.7,1.0,0.0,"Great Falls, MT",88.7,2012,3.8
1.5,1.1,0.0,"Greeley, CO",84.4,2012,28.4
2.6,1.8,0.0,"Green Bay, WI",90.2,2012,6.6
N,N,N,"Greeneville, TN",N,2012,2.7
3.3,26.2,0.0,"Greensboro, NC",65.7,2012,7.8
1.5,35.3,0.0,"Greenville, NC",58.3,2012,7.0
1.9,16.8,0.1,"Greenville, SC",78.4,2012,7.1
N,N,N,"Greenwood, SC",N,2012,5.7
N,N,N,"Guayama, PR",N,2012,99.8
2.0,20.9,0.0,"Gulfport, MS",74.0,2012,4.8
1.1,8.6,0.0,"Hagerstown, MD",86.3,2012,3.6
0.7,30.3,0.0,"Hammond, LA",67.1,2012,3.7
4.0,6.5,0.0,"Hanford, CA",69.8,2012,52.0
3.0,10.4,0.0,"Harrisburg, PA",82.0,2012,5.1
1.5,3.9,0.0,"Harrisonburg, VA",91.2,2012,10.3
4.2,10.8,0.1,"Hartford, CT",78.2,2012,13.2
1.0,29.8,0.0,"Hattiesburg, MS",67.0,2012,2.7
0.3,0.9,0.0,"Helena, MT",93.8,2012,2.8
2.7,7.7,0.0,"Hickory, NC",85.7,2012,6.0
23.0,0.5,13.4,"Hilo, HI",32.0,2012,12.0
1.0,21.7,0.0,"Hilton Head Island, SC",69.6,2012,12.4
1.5,41.3,0.4,"Hinesville, GA",47.5,2012,11.1
0.5,2.7,0.0,"Hobbs, NM",88.7,2012,53.3
2.6,1.4,0.0,"Holland, MI",91.4,2012,9.0
1.5,3.3,0.0,"Homosassa Springs, FL",93.8,2012,4.9
43.1,2.4,9.7,"Honolulu, HI",21.3,2012,8.8
0.9,8.5,0.0,"Hot Springs, AR",84.3,2012,5.1
1.0,16.0,0.1,"Houma, LA",75.5,2012,4.2
6.8,17.1,0.1,"Houston, TX",66.2,2012,35.9
0.4,3.1,0.0,"Huntington, WV",94.6,2012,1.0
2.0,22.1,0.1,"Huntsville, AL",71.6,2012,4.9
N,N,N,"Huntsville, TX",N,2012,17.4
0.3,3.2,0.0,"Hutchinson, KS",91.0,2012,8.5
0.7,0.4,0.1,"Idaho Falls, ID",91.3,2012,11.8
1.0,2.5,0.2,"Indiana, PA",94.5,2012,1.3
2.1,15.1,0.0,"Indianapolis, IN",76.7,2012,6.4
5.1,4.9,0.0,"Iowa City, IA",86.0,2012,5.2
10.0,3.6,0.0,"Ithaca, NY",83.2,2012,4.6
0.5,8.6,0.2,"Jackson, MI",87.4,2012,3.1
1.1,48.3,0.0,"Jackson, MS",48.9,2012,2.2
N,N,N,"Jackson, TN",N,2012,3.0
3.6,21.1,0.1,"Jacksonville, FL",70.8,2012,7.4
1.8,17.2,0.1,"Jacksonville, NC",73.7,2012,11.1
0.6,2.4,0.3,"Jamestown, NY",92.9,2012,6.5
1.0,3.0,0.0,"Janesville, WI",90.0,2012,7.9
