city_merge_name,population,year,violent_crime,property_crime,rev_total,police,education_services,education,educ_higher,educ_elem_sec,social_services,public_welfare,welfare_cash,welfare_vendors,welfare_other,correction,parks_recreation,housing_commdevt,per_capita_personal_income_dollars,personal_income_thousands_of_dollars,population_persons,total_estimate_educational_attainment_population_25_years_and_over,percent_below_poverty_level_estimate_age_65_years_and_over,"percent_below_poverty_level_estimate_worked_full-time,_year-round_in_the_past_12_months",total_estimate_age_18_to_64_years,total_estimate_employment_status_civilian_labor_force_16_years_and_over,total_estimate_population_for_whom_poverty_status_is_determined,percent_below_poverty_level_estimate_age_under_18_years,percent_below_poverty_level_estimate_population_for_whom_poverty_status_is_determined,total_estimate_sex_female,total_estimate_work_experience_population_16_years_and_over,total_estimate_mean_income_deficit_for_unrelated_individuals_(dollars),total_estimate_age_under_18_years,total_estimate_sex_male,total_estimate_age_65_years_and_over,percent_below_poverty_level_estimate_age_18_to_64_years,percent_race_one_race_asian,percent_race_one_race_black_or_african_american,percent_race_one_race_native_hawaiian_and_other_pacific_islander,percent_race_one_race_white,percent_hispanic_or_latino
"El Paso, TX",843273.0,2014.0,0.0036869999999999,0.020297,4856.56,244.89,1913.51,1898.42,0.0,1898.42,580.09,11.21,0.0,0.91,10.3,111.16,93.51,131.8,31741.0,26570109.0,837089.0,492030.0,20.5,3.1,493304.0,360086.0,819974.0,32.0,23.4,422471.0,612011.0,6053.0,234090.0,397503.0,92580.0,19.9,1.1,3.8,0.1,83.6,81.2
"El Paso, TX",846141.0,2015.0,0.003543,0.018251,4644.05,263.06,1929.28,1910.98,0.0,1910.98,645.12,10.28,0.0,0.87,9.42,110.63,179.17,238.08,32824.0,27422758.0,835439.0,498893.0,16.3,4.5,494248.0,367006.0,823374.0,29.3,20.1,423673.0,615659.0,6519.0,233046.0,399701.0,96080.0,16.5,1.3,3.8,0.0,84.2,81.3
"El Paso, TX",843018.0,2016.0,0.0036539999999999,0.017131,4815.28,255.57,1874.03,1858.95,0.0,1858.95,683.28,9.62,0.0,1.33,8.29,134.3,104.53,170.42,33481.0,28097282.0,839203.0,505225.0,20.3,4.1,496027.0,370198.0,826353.0,32.1,22.8,425218.0,622023.0,5769.0,231677.0,401135.0,98649.0,19.0,1.3,3.6,0.0,80.3,82.2
"El Paso, TX",847071.0,2017.0,0.003563,0.016866,5132.03,236.98,1935.73,1922.56,0.0,1922.56,827.29,7.14,0.0,1.35,5.8,114.65,96.86,170.07,34595.0,29129580.0,842005.0,508120.0,20.2,4.3,499517.0,380908.0,827951.0,30.1,21.1,425082.0,623946.0,6424.0,230152.0,402869.0,98282.0,17.0,1.3,3.3,0.1,74.8,82.8
"Houston, TX",5978213.0,2010.0,0.006207,0.039439,6125.31,448.22,1885.33,1834.21,0.0,1834.21,578.6,8.88,0.0,0.38,8.5,95.38,96.39,159.61,44998.0,267613203.0,5947236.0,3695159.0,10.3,3.4,3750058.0,3034874.0,5903014.0,23.9,16.5,2976363.0,4436354.0,6636.0,1649178.0,2926651.0,503778.0,14.1,6.6,17.2,0.0,65.6,35.4
"Houston, TX",6071933.0,2011.0,0.005508,0.035769,6336.76,415.68,1823.15,1789.64,0.0,1789.64,563.59,7.64,0.0,0.32,7.32,85.37,86.25,153.12,48040.0,290940253.0,6056193.0,3779664.0,10.7,3.5,3809095.0,3078755.0,6004317.0,26.1,17.4,3023386.0,4517654.0,6769.0,1663027.0,2980931.0,532195.0,14.5,6.6,17.1,0.0,65.6,35.9
"Houston, TX",6281279.0,2013.0,0.00559,0.034888,5760.27,391.78,1576.43,1552.55,0.0,1552.55,564.6,5.81,0.0,0.33,5.48,61.82,47.89,146.31,51525.0,326058563.0,6328208.0,3942561.0,10.0,3.4,3937718.0,3212881.0,6228091.0,23.7,16.4,3138145.0,4716250.0,7062.0,1699910.0,3089946.0,590463.0,14.2,7.0,17.2,0.0,65.6,36.1
"Houston, TX",6454938.0,2014.0,0.0056739999999999,0.032081,6208.42,412.49,1576.54,1552.3,0.0,1552.3,585.79,6.31,0.0,0.32,5.98,76.27,46.42,127.5,54462.0,354013788.0,6500199.0,4075182.0,10.4,3.9,4041136.0,3292629.0,6404189.0,22.2,15.3,3234380.0,4852813.0,6806.0,1734523.0,3169809.0,628530.0,13.2,7.3,17.2,0.1,65.8,36.3
"Houston, TX",6789215.0,2016.0,0.005782,0.029238,5635.69,392.55,1826.85,1798.38,0.0,1798.38,602.63,5.27,0.0,0.25,5.02,66.63,49.97,106.53,50812.0,345851800.0,6806503.0,4276841.0,10.2,3.5,4191323.0,3419610.0,6682600.0,21.7,14.8,3369785.0,5079705.0,7080.0,1798243.0,3312815.0,693034.0,12.5,7.6,17.3,0.1,65.5,36.8
"Lubbock, TX",278595.0,2010.0,0.008083,0.0493689999999999,6249.66,267.67,1549.17,1532.14,0.0,1532.14,1732.1,1.96,0.0,0.0,1.96,136.05,77.32,39.45,33657.0,9835832.0,292241.0,166182.0,7.5,4.9,173377.0,144426.0,274520.0,28.2,21.4,140182.0,211763.0,6559.0,69763.0,134338.0,31380.0,21.2,2.2,7.2,0.1,78.5,32.6
"Lubbock, TX",290884.0,2011.0,0.006755,0.046933,6266.54,267.78,1554.97,1536.77,0.0,1536.77,1695.22,1.83,0.0,0.0,1.83,109.41,70.67,39.29,34643.0,10231333.0,295338.0,165291.0,7.4,4.2,178414.0,153656.0,278755.0,26.4,20.9,142605.0,216177.0,7071.0,69098.0,136150.0,31243.0,21.2,2.1,6.9,0.1,79.4,33.1
"Lubbock, TX",300321.0,2012.0,0.007202,0.045225,6608.95,273.16,1494.31,1470.8,0.0,1470.8,1634.8,1.75,0.0,0.0,1.75,95.45,75.69,27.12,36391.0,10836972.0,297793.0,167732.0,7.9,9.3,178278.0,148156.0,280353.0,29.2,22.5,142566.0,217093.0,7281.0,69724.0,137787.0,32351.0,22.6,1.9,7.2,0.2,79.8,33.3
"Lubbock, TX",300769.0,2013.0,0.00658,0.042474,6695.52,283.51,1591.72,1574.22,0.0,1574.22,1661.1,1.51,0.0,0.0,1.51,94.41,75.06,40.59,37264.0,11222817.0,301167.0,174726.0,7.4,3.8,184868.0,155052.0,292742.0,24.3,17.6,148750.0,226705.0,7378.0,73706.0,143992.0,34168.0,16.9,1.9,6.8,0.0,79.7,34.6
"Lubbock, TX",305514.0,2014.0,0.0073779999999999,0.03953,6890.02,292.66,1502.92,1486.88,0.0,1486.88,1676.67,1.74,0.0,0.0,1.74,94.7,69.22,37.07,38353.0,11738143.0,306056.0,175656.0,9.9,6.9,183896.0,154280.0,293170.0,18.4,17.6,150004.0,227463.0,6961.0,73209.0,143166.0,36065.0,18.7,1.9,7.3,0.0,77.6,34.3
"Lubbock, TX",309798.0,2015.0,0.008254,0.0452939999999999,6987.48,261.58,1454.69,1439.09,0.0,1439.09,1743.7,1.7,0.0,0.0,1.7,79.1,66.93,40.07,39234.0,12162612.0,310001.0,179644.0,10.0,7.2,188581.0,152230.0,300492.0,25.3,20.7,153576.0,232397.0,7276.0,75304.0,146916.0,36607.0,21.0,2.1,6.3,0.0,82.6,35.3
"Lubbock, TX",314167.0,2016.0,0.009243,0.045231,7099.2,365.59,1441.76,1427.55,0.0,1427.55,1923.23,1.87,0.0,0.0,1.87,29.77,66.98,45.23,39734.0,12467654.0,313780.0,182088.0,7.4,6.4,189297.0,151908.0,301279.0,21.3,19.6,154482.0,233267.0,8186.0,74862.0,146797.0,37120.0,21.3,1.9,6.9,0.3,82.2,35.6
"San Antonio, TX",2104901.0,2010.0,0.00484,0.052331,6430.39,293.59,2188.31,2162.26,0.0,2162.26,724.11,119.05,0.0,4.01,115.03,83.84,149.91,191.68,35873.0,77233922.0,2153009.0,1333094.0,11.1,2.9,1310140.0,1047286.0,2110220.0,23.8,16.3,1080102.0,1605944.0,6340.0,571327.0,1030118.0,228753.0,14.0,2.0,6.4,0.1,77.8,54.2
"San Antonio, TX",2187591.0,2011.0,0.003981,0.046676,6585.16,288.3,1944.09,1918.27,0.0,1918.27,758.57,119.9,0.0,5.15,114.74,70.23,142.91,179.19,38404.0,84254324.0,2193923.0,1364754.0,10.0,2.8,1336044.0,1044657.0,2151154.0,23.8,16.6,1100687.0,1636591.0,6538.0,578571.0,1050467.0,236539.0,14.6,2.0,6.3,0.1,78.0,54.2
"San Antonio, TX",2227800.0,2012.0,0.003907,0.046881,6303.52,280.46,1811.56,1785.63,0.0,1785.63,757.61,106.84,0.0,0.0,106.84,60.54,129.13,174.53,39132.0,87538545.0,2236981.0,1402138.0,11.5,3.6,1365036.0,1095788.0,2191061.0,25.4,17.3,1115444.0,1683768.0,6402.0,574284.0,1075617.0,251741.0,14.9,2.2,6.5,0.1,77.4,54.4
"San Antonio, TX",2271017.0,2013.0,0.0045969999999999,0.044152,6770.4,275.07,1888.32,1862.46,0.0,1862.46,746.2,106.76,0.0,0.0,106.76,60.1,122.91,157.68,39950.0,91085006.0,2280002.0,1428678.0,10.3,3.0,1387906.0,1107424.0,2235950.0,22.9,16.3,1137791.0,1715154.0,6534.0,585043.0,1098159.0,263001.0,14.6,2.2,6.5,0.1,81.1,54.5
"San Antonio, TX",2326684.0,2014.0,0.004049,0.041976,6739.92,283.28,1958.07,1931.99,0.0,1931.99,858.17,75.62,0.0,0.0,75.62,63.7,165.07,153.14,42559.0,99115825.0,2328894.0,1465948.0,9.9,3.9,1416385.0,1130721.0,2283600.0,24.2,16.7,1165652.0,1757370.0,7000.0,593417.0,1117948.0,273798.0,14.8,2.3,6.7,0.0,80.8,54.7
"San Antonio, TX",2379984.0,2015.0,0.004369,0.039526,6975.41,286.87,2096.03,2065.74,0.0,2065.74,871.27,86.64,0.0,0.0,86.64,60.91,190.31,151.78,43357.0,103156419.0,2379232.0,1507559.0,10.0,3.4,1448236.0,1137447.0,2342831.0,21.1,14.6,1191456.0,1805844.0,7051.0,605017.0,1151375.0,289578.0,12.8,2.5,6.9,0.1,81.4,55.0
"San Antonio, TX",2426076.0,2016.0,0.005264,0.040819,6854.55,288.66,1903.7,1879.07,0.0,1879.07,848.0,87.64,0.0,0.0,87.64,61.75,233.16,150.85,43476.0,105483724.0,2426276.0,1542544.0,11.1,3.9,1475006.0,1172772.0,2388892.0,20.4,15.0,1214488.0,1841530.0,6664.0,614761.0,1174404.0,299125.0,13.5,2.5,6.9,0.1,80.0,55.1
"Provo, UT",560264.0,2010.0,0.000814,0.021001,3601.7,179.84,1032.43,994.94,0.0,994.94,121.17,9.71,0.0,0.0,9.71,53.34,98.43,126.07,26272.0,13930915.0,530262.0,259112.0,4.3,7.3,300683.0,238280.0,517256.0,12.6,14.6,259410.0,349941.0,6625.0,181765.0,257846.0,34808.0,16.9,1.1,0.6,0.8,90.7,10.7
"Provo, UT",536977.0,2011.0,0.0007409999999999,0.022038,3683.99,167.75,1096.13,1061.5,0.0,1061.5,123.82,10.07,0.0,0.0,10.07,52.88,103.73,136.25,27894.0,15090593.0,541001.0,260244.0,3.7,2.5,307760.0,242531.0,529467.0,12.2,14.1,264218.0,360012.0,6845.0,186052.0,265249.0,35655.0,16.5,1.6,0.7,1.1,91.8,10.8
"Provo, UT",548142.0,2012.0,0.000708,0.018588,3652.56,174.63,1015.27,980.69,0.0,980.69,86.4,3.32,0.0,0.0,3.32,50.39,252.2,118.07,29983.0,16490032.0,549980.0,267078.0,5.8,4.6,311393.0,257274.0,537006.0,14.2,14.3,266480.0,365708.0,6925.0,187950.0,270526.0,37663.0,15.4,1.3,0.5,0.8,92.2,10.9
"Provo, UT",561483.0,2013.0,0.000702,0.018763,3476.03,169.97,1007.29,970.79,0.0,970.79,58.61,3.32,0.0,0.0,3.32,46.77,256.06,97.63,30926.0,17365996.0,561534.0,270672.0,7.1,5.5,315347.0,247463.0,548963.0,12.3,13.7,271953.0,373092.0,7209.0,193716.0,277010.0,39900.0,15.5,1.5,0.7,0.9,91.1,11.1
"Provo, UT",584130.0,2015.0,0.000717,0.015515,3757.46,149.49,1052.94,1019.9,0.0,1019.9,109.96,2.99,0.0,0.0,2.99,38.59,132.95,99.82,35610.0,20768494.0,583218.0,282501.0,6.9,6.2,325732.0,266205.0,568564.0,12.2,12.6,281314.0,389576.0,7115.0,199883.0,287250.0,42949.0,13.6,1.5,0.7,0.6,92.0,11.3
"Provo, UT",599314.0,2016.0,0.000776,0.017613,4053.07,150.57,1351.29,1320.57,0.0,1320.57,113.8,2.95,0.0,0.0,2.95,38.74,116.01,91.58,37289.0,22422284.0,601304.0,293925.0,5.4,8.4,339697.0,279652.0,587347.0,9.7,11.6,289638.0,405338.0,7373.0,202889.0,297709.0,44761.0,13.5,1.4,0.6,0.9,92.6,11.4
"Provo, UT",616739.0,2017.0,0.000798,0.0153,3977.45,149.32,1624.53,1596.2,0.0,1596.2,109.17,2.92,0.0,0.0,2.92,37.46,86.66,107.96,38789.0,23972815.0,618035.0,302412.0,6.1,8.3,349073.0,287042.0,602900.0,9.7,10.6,297887.0,415511.0,7319.0,207325.0,305013.0,46502.0,11.8,1.6,0.6,1.0,90.9,11.7
"Salt Lake City, UT",1113915.0,2010.0,0.003555,0.044575,6151.22,375.14,1436.39,1316.35,0.0,1316.35,100.98,53.79,0.0,0.0,53.79,82.61,294.44,501.88,36047.0,39344828.0,1091478.0,670400.0,6.5,2.8,688894.0,587714.0,1112169.0,17.1,13.1,555870.0,816551.0,6205.0,327673.0,556299.0,95602.0,12.1,2.9,1.5,1.5,86.8,16.6
"Salt Lake City, UT",1145892.0,2011.0,0.003038,0.041266,6076.81,373.72,1447.0,1324.96,0.0,1324.96,96.8,51.81,0.0,0.0,51.81,81.48,272.75,484.64,38392.0,42492172.0,1106800.0,685812.0,5.5,2.6,701147.0,597342.0,1130488.0,18.4,13.9,563912.0,829895.0,6572.0,331498.0,566576.0,97843.0,13.0,3.0,1.6,1.4,85.5,16.8
"Salt Lake City, UT",1123286.0,2012.0,0.003275,0.04328,5947.49,369.58,1432.56,1302.55,0.0,1302.55,111.55,74.26,0.0,0.0,74.26,81.21,274.0,395.81,40607.0,45632457.0,1123748.0,701368.0,7.1,3.3,711539.0,610889.0,1146949.0,16.6,12.7,572048.0,846459.0,7141.0,332847.0,574901.0,102563.0,11.8,3.4,1.7,1.4,84.2,17.0
"Salt Lake City, UT",1141757.0,2013.0,0.003566,0.04348,6161.53,353.27,1466.48,1345.83,0.0,1345.83,141.48,106.08,0.0,0.0,106.08,75.77,250.82,436.47,41118.0,46874998.0,1140025.0,692422.0,7.7,3.9,697787.0,592011.0,1124872.0,16.0,12.4,561507.0,836453.0,6908.0,322846.0,563365.0,104239.0,11.4,3.4,1.6,1.6,82.1,17.3
"Salt Lake City, UT",1156755.0,2014.0,0.00348,0.044748,6503.43,377.41,1255.44,1202.81,0.0,1202.81,148.38,112.81,0.0,0.0,112.81,77.15,126.44,338.68,43016.0,49531185.0,1151447.0,703919.0,6.9,3.5,704556.0,604095.0,1138589.0,15.0,11.4,568155.0,845643.0,6931.0,325480.0,570434.0,108553.0,10.5,3.6,1.7,1.6,81.5,17.5
"Salt Lake City, UT",1190065.0,2016.0,0.004105,0.0459939999999999,6656.6,484.43,1360.8,1241.41,0.0,1241.41,202.04,136.52,0.0,0.0,136.52,72.12,171.55,295.02,47392.0,56146787.0,1184721.0,731817.0,6.6,4.7,723546.0,630694.0,1171790.0,10.6,9.1,585413.0,877993.0,6901.0,330079.0,586377.0,118165.0,8.8,3.8,1.7,1.5,79.2,17.7
"Salt Lake City, UT",1203339.0,2017.0,0.004006,0.044346,6709.98,548.36,1431.58,1290.03,0.0,1290.03,196.68,127.87,0.0,0.0,127.87,70.66,293.07,325.56,49254.0,59311382.0,1204205.0,748567.0,6.9,4.2,734249.0,648801.0,1186170.0,10.6,8.9,591096.0,894928.0,7347.0,328320.0,595074.0,123601.0,8.4,3.9,1.8,1.3,78.3,17.9
"Richmond, VA",1257811.0,2010.0,0.002693,0.025429,7554.98,526.46,1836.66,1805.25,0.0,1805.25,350.52,103.38,46.26,39.82,17.3,166.76,106.81,493.78,42934.0,51016738.0,1188246.0,824226.0,6.9,3.2,785454.0,651930.0,1222838.0,14.6,11.6,635456.0,967400.0,6062.0,288871.0,587382.0,148513.0,11.3,3.1,30.2,0.0,63.3,5.0
"Richmond, VA",1273282.0,2011.0,0.002348,0.024956,7293.84,462.82,1659.14,1630.48,0.0,1630.48,330.1,92.96,41.5,36.27,15.19,237.05,98.78,475.61,45380.0,54322968.0,1197059.0,832163.0,7.8,2.0,789149.0,652664.0,1233621.0,16.9,12.4,641242.0,978154.0,6663.0,288186.0,592379.0,156286.0,11.7,3.2,29.9,0.1,63.1,4.9
"Richmond, VA",1232458.0,2012.0,0.002434,0.025633,6688.24,476.39,1737.08,1708.98,0.0,1708.98,323.43,84.93,38.66,32.97,13.31,331.49,95.03,486.17,47818.0,57908229.0,1211015.0,841942.0,7.7,3.2,792286.0,666045.0,1241253.0,15.4,11.9,647224.0,989767.0,6477.0,286292.0,594029.0,162675.0,11.5,3.0,30.1,0.0,62.5,5.3
"Richmond, VA",1242277.0,2013.0,0.002438,0.023957,6748.84,459.11,1691.51,1664.31,0.0,1664.31,312.6,82.36,37.3,32.1,12.96,321.21,92.33,465.57,47671.0,58280354.0,1222549.0,826572.0,7.6,1.9,769238.0,650040.0,1207277.0,19.8,13.9,631444.0,962658.0,7159.0,275760.0,575833.0,162279.0,13.1,3.5,30.3,0.0,60.8,5.6
"Richmond, VA",1255599.0,2014.0,0.002322,0.023259,7180.07,608.93,1820.29,1795.08,0.0,1795.08,577.96,308.44,0.0,0.0,308.44,162.61,184.48,461.1,49719.0,61403386.0,1235006.0,838539.0,6.5,3.8,777020.0,669645.0,1221564.0,19.9,12.8,634816.0,975395.0,6688.0,276160.0,586748.0,168384.0,11.6,3.8,29.7,0.0,62.1,5.7
"Richmond, VA",1269543.0,2015.0,0.002365,0.023517,6937.81,514.34,1743.74,1717.5,0.0,1717.5,618.56,327.91,0.0,0.0,327.91,175.32,157.99,485.61,52072.0,64916459.0,1246665.0,855490.0,6.7,3.2,782237.0,671812.0,1235060.0,16.5,11.8,644782.0,993648.0,7087.0,274831.0,590278.0,177992.0,11.2,3.7,29.6,0.0,61.8,5.8
"Virginia Beach, VA",1690968.0,2010.0,0.0033689999999999,0.0348259999999999,4848.72,207.99,2162.86,2122.19,0.0,2122.19,486.26,193.88,0.0,35.19,158.68,156.39,264.59,90.42,40466.0,69481881.0,1717036.0,1062103.0,6.1,1.8,1045565.0,831570.0,1626349.0,16.0,10.6,837826.0,1283575.0,6511.0,389537.0,788523.0,191247.0,9.5,3.6,31.3,0.2,60.3,5.3
"Virginia Beach, VA",1691669.0,2011.0,0.003244,0.033109,4604.07,207.59,2096.84,2059.16,0.0,2059.16,444.88,173.16,0.0,22.22,150.94,150.16,252.19,74.19,42095.0,72539287.0,1723208.0,1063847.0,5.7,3.8,1036029.0,836815.0,1614663.0,17.7,11.7,832883.0,1272495.0,6050.0,386147.0,781780.0,192487.0,10.6,3.7,31.0,0.1,60.3,5.7
"Virginia Beach, VA",1703542.0,2012.0,0.003008,0.031019,4632.14,215.34,2052.3,2015.58,1.16,2014.42,451.16,166.53,0.0,22.01,144.51,145.77,257.02,62.0,43445.0,75338951.0,1734121.0,1080581.0,7.4,2.5,1041525.0,835296.0,1626361.0,19.9,13.1,840403.0,1287083.0,6806.0,382667.0,785958.0,202169.0,11.7,3.7,30.9,0.1,60.2,5.8
"Virginia Beach, VA",1710528.0,2013.0,0.003035,0.030165,4623.26,216.26,1940.84,1903.38,1.12,1902.25,435.75,142.61,0.0,0.0,142.61,146.41,240.45,65.61,43275.0,75358367.0,1741366.0,1095858.0,7.5,3.3,1046112.0,840670.0,1636396.0,19.2,13.0,843056.0,1295859.0,6678.0,381054.0,793340.0,209230.0,11.9,3.7,30.7,0.1,60.5,6.1
"Virginia Beach, VA",1715279.0,2014.0,0.003086,0.027828,4595.6,219.78,1947.29,1906.74,1.13,1905.61,447.26,142.44,0.0,0.0,142.44,157.47,325.54,87.24,44793.0,78429675.0,1750937.0,1110268.0,8.4,3.1,1050306.0,838908.0,1649088.0,17.7,12.4,853529.0,1311453.0,7182.0,381440.0,795559.0,217342.0,11.3,3.8,30.8,0.1,59.6,6.3
"Virginia Beach, VA",1721471.0,2015.0,0.003093,0.027271,4754.24,217.15,1913.3,1872.21,1.12,1871.09,450.04,133.46,0.0,0.0,133.46,161.64,339.88,72.13,46478.0,81630793.0,1756340.0,1121947.0,5.9,3.3,1047080.0,829737.0,1651889.0,18.9,12.3,850824.0,1318223.0,6798.0,376062.0,801065.0,228747.0,11.3,3.9,30.5,0.1,59.8,6.4
"Virginia Beach, VA",1724733.0,2016.0,0.003521,0.028109,4758.48,215.79,1940.05,1900.68,1.29,1899.38,451.63,131.67,0.0,0.0,131.67,160.16,334.66,70.65,47135.0,82899477.0,1758763.0,1125920.0,6.1,4.0,1043203.0,849315.0,1655607.0,17.5,11.4,855354.0,1320207.0,7223.0,377959.0,800253.0,234445.0,10.4,3.9,30.3,0.2,59.2,6.5
"Virginia Beach, VA",1733006.0,2017.0,0.003308,0.026337,4869.49,216.23,1894.78,1856.36,1.3,1855.06,447.92,129.87,0.0,0.0,129.87,164.87,303.02,72.55,48687.0,85734044.0,1760926.0,1129937.0,7.5,3.2,1038887.0,836963.0,1655882.0,18.7,12.3,852729.0,1317440.0,7255.0,376520.0,803153.0,240475.0,11.1,3.9,30.7,0.1,58.6,6.8
"Burlington, VT",217090.0,2015.0,0.001285,0.019554,7807.53,361.98,1933.75,1887.29,0.0,1887.29,3.58,0.83,0.0,0.0,0.83,0.0,248.03,700.34,52743.0,11453310.0,217152.0,142923.0,5.8,3.1,136399.0,122042.0,206327.0,12.3,10.4,105209.0,170399.0,6688.0,40853.0,101118.0,29075.0,10.8,3.0,2.0,0.1,92.8,1.9
"Burlington, VT",218089.0,2017.0,0.001784,0.017328,8006.13,378.01,1892.11,1841.26,0.0,1841.26,2.84,0.0,0.0,0.0,0.0,0.0,284.92,720.35,55172.0,12081200.0,218975.0,146292.0,5.3,3.3,135760.0,122245.0,208476.0,12.9,11.3,104899.0,172516.0,7145.0,40969.0,103577.0,31747.0,12.3,3.8,2.2,0.0,91.3,2.2
"Seattle, WA",3434812.0,2010.0,0.00353,0.039058,9013.62,409.76,1421.56,1336.79,0.0,1336.79,500.22,212.65,0.0,83.42,129.23,96.94,379.7,411.8,48796.0,168310441.0,3449241.0,2315336.0,7.1,1.8,2251921.0,1864989.0,3387215.0,15.6,11.7,1705625.0,2703766.0,6546.0,773781.0,1681590.0,361513.0,11.1,11.5,5.5,0.8,73.3,9.0
"Seattle, WA",3493774.0,2011.0,0.003302,0.037823,8808.02,384.63,1279.41,1200.26,0.0,1200.26,482.33,203.11,0.0,74.27,128.84,86.08,361.58,465.96,51325.0,179835829.0,3503891.0,2363915.0,8.9,2.1,2288516.0,1893086.0,3440796.0,15.1,11.9,1725979.0,2757068.0,6653.0,773194.0,1714817.0,379086.0,11.3,11.6,5.5,0.8,73.3,9.2
"Seattle, WA",3598765.0,2013.0,0.003235,0.040233,8817.11,359.59,1128.94,1056.25,0.0,1056.25,447.98,173.5,0.0,46.1,127.4,80.09,268.19,411.75,56551.0,204281077.0,3612347.0,2457840.0,8.9,2.3,2342499.0,1933840.0,3555501.0,16.9,12.6,1782930.0,2850581.0,7133.0,792187.0,1772571.0,420815.0,11.7,12.1,5.7,0.9,72.5,9.5
"Seattle, WA",3667968.0,2014.0,0.003273,0.0418939999999999,9019.27,373.98,1214.14,1132.87,0.0,1132.87,433.12,158.41,0.0,45.31,113.1,79.38,331.2,360.91,60831.0,223562420.0,3675160.0,2506092.0,8.7,3.0,2376374.0,1967823.0,3614260.0,14.4,11.3,1809590.0,2905223.0,6882.0,798060.0,1804670.0,439826.0,10.7,12.5,5.5,0.8,71.5,9.6
"Seattle, WA",3743076.0,2015.0,0.003241,0.038522,9071.42,395.05,1330.73,1248.18,0.0,1248.18,459.09,175.92,0.0,43.11,132.81,80.39,289.21,378.13,63685.0,238160804.0,3739654.0,2565963.0,7.8,1.8,2414327.0,2006518.0,3676807.0,12.3,10.2,1841729.0,2964045.0,7313.0,802926.0,1835078.0,459554.0,10.0,12.7,5.7,0.9,70.0,9.8
"Seattle, WA",3808184.0,2016.0,0.003532,0.0389,9313.03,368.68,1570.33,1463.06,0.0,1463.06,472.84,159.26,0.0,39.46,119.8,83.33,387.37,394.89,66330.0,253138461.0,3816355.0,2622673.0,7.4,1.8,2446192.0,2058890.0,3744267.0,11.9,9.6,1876702.0,3016327.0,7197.0,818365.0,1867565.0,479710.0,9.3,13.0,5.6,0.9,69.0,9.9
"Spokane, WA",472494.0,2010.0,0.00346,0.050392,5127.81,318.77,1664.16,1598.08,0.0,1598.08,231.79,17.55,0.0,0.01,17.53,83.68,333.38,232.7,34744.0,17912195.0,515553.0,303556.0,7.8,1.9,290545.0,236037.0,458430.0,15.9,14.3,235527.0,363253.0,5832.0,107964.0,222903.0,59921.0,15.1,2.5,2.1,0.1,89.2,4.5
"Spokane, WA",478614.0,2011.0,0.003435,0.05138,5002.37,306.94,1684.56,1619.91,0.0,1619.91,234.3,20.27,0.0,0.02,20.25,88.55,203.88,244.8,36144.0,18682412.0,516889.0,305171.0,9.1,2.7,291076.0,234221.0,458398.0,16.9,14.9,233589.0,364559.0,6552.0,106151.0,224809.0,61171.0,15.4,2.2,2.0,0.4,89.0,4.7
"Spokane, WA",535393.0,2012.0,0.003472,0.055385,4851.06,298.08,1761.06,1695.94,0.0,1695.94,235.82,20.13,0.0,0.01,20.12,88.28,163.45,228.07,37468.0,19443449.0,518930.0,308684.0,9.3,3.5,291499.0,229215.0,460580.0,19.0,15.9,233753.0,365668.0,6683.0,105666.0,226827.0,63415.0,16.2,2.4,1.8,0.3,88.8,4.9
"Spokane, WA",535166.0,2013.0,0.003668,0.057468,5100.55,311.84,1735.32,1670.68,0.0,1670.68,246.68,29.66,0.0,0.02,29.64,93.89,139.23,198.68,37694.0,19661078.0,521603.0,353405.0,6.9,3.5,322745.0,246820.0,518992.0,19.9,16.8,263292.0,413489.0,6984.0,118884.0,255700.0,77363.0,18.0,2.2,2.0,0.4,89.7,4.8
"Spokane, WA",539925.0,2014.0,0.003186,0.054143,5177.13,337.02,1854.44,1788.21,0.0,1788.21,288.95,35.61,0.0,0.02,35.6,82.91,181.31,197.32,39602.0,20843860.0,526336.0,357846.0,9.2,2.8,324339.0,247891.0,526923.0,21.3,16.9,267620.0,420206.0,6645.0,120365.0,259303.0,82219.0,17.3,2.0,1.6,0.4,89.0,5.0
"Spokane, WA",546088.0,2015.0,0.0030489999999999,0.04745,5376.09,346.63,1786.53,1718.54,0.0,1718.54,306.34,33.55,0.0,0.0,33.55,84.7,227.23,189.71,41179.0,21913899.0,532163.0,365545.0,8.0,4.7,325645.0,247696.0,531861.0,21.6,16.3,267899.0,425477.0,6731.0,121058.0,263962.0,85158.0,16.4,2.0,1.4,0.5,88.8,5.2
"Spokane, WA",553915.0,2016.0,0.003356,0.050056,5342.8,345.9,1820.23,1752.74,0.0,1752.74,377.32,44.18,0.0,0.0,44.18,90.97,172.8,174.16,42242.0,22854063.0,541030.0,372473.0,7.5,3.0,331840.0,262035.0,540647.0,14.5,13.0,274144.0,431684.0,6542.0,121651.0,266503.0,87156.0,13.8,2.2,1.7,0.5,87.9,5.2
"Spokane, WA",563140.0,2017.0,0.003221,0.044731,5607.31,341.65,1918.87,1854.44,0.0,1854.44,385.45,47.01,0.0,0.0,47.01,92.74,185.23,256.55,43923.0,24168968.0,550259.0,379607.0,6.8,4.2,335302.0,271615.0,549509.0,17.1,14.0,279040.0,440255.0,6675.0,123545.0,270469.0,90662.0,14.9,2.0,1.3,0.5,88.0,5.8
