aggravated_assault,arson,burglary,crime_index,crime_index_total,forcible_rape,larceny_theft,city_fbi,modified_crime_index,modified_crime_index_total,motor_vehicle_theft,murder_and_non_negligent_man_slaughter,murder_and_nonnegligent_manslaughter,population,property_crime,rape,robbery,violent_crime,year
133.4,,800.5,,,17.1,2829.0,"Lewiston, ID",,,208.7,,0,58466,3838.1,,17.1,167.6,2003
33.1,,467.3,,,46.4,2176.6,"Lewiston, ME",,,125.8,,3.8,105717,2769.7,,37.8,121.1,2003
254.9,,800.9,,,80.4,2795.2,"Lima, OH",,,182.9,,1.8,108258,3778.9,,116.4,453.5,2003
318.7,,800.3,,,36.3,4300.9,"Lincoln, NE",,,187.8,,1.8,275781,5289,,56.9,413.7,2003
470.3,,1316.5,,,44.2,4089.1,"Little Rock, AR",,,423.7,,10.1,626440,5829.3,,187.6,712.1,2003
334.4,,1069.6,,,61.9,3376.4,"Longview, TX",,,394.8,,3.5,200362,4840.7,,100.8,500.6,2003
289,,1620.1,,,47.1,4491.7,"Longview, WA",,,798.0,,4.2,95487,6909.8,,63.9,404.2,2003
443.4,,568.8,,,23.9,1713.6,"Los Angeles, CA",,,671.8,,8.7,12878801,2954.1,,245.3,721.3,2003
804.2,,1261.2,,,45.3,4198.6,"Lubbock, TX",,,303.4,,7,258395,5763.3,,121.9,978.3,2003
136.6,,328.6,,,25.3,1484.6,"Lynchburg, VA",,,130.2,,3.4,232783,1943.4,,40.8,206.2,2003
204.1,,1334.1,,,32.8,4088.6,"Macon, GA",,,655.2,,9.2,228316,6078,,116.5,362.7,2003
483.9,,932.1,,,38,1587.8,"Madera, CA",,,638.9,,5.3,131632,3158.8,,129.1,656.4,2003
124,,485.5,,,25.6,2265.9,"Madison, WI",,,181.0,,3.1,522573,2932.4,,69.7,222.4,2003
39,,1061.9,,,31.2,3344.9,"Mansfield, OH",,,185.7,,5.5,128167,4592.4,,88.2,163.8,2003
326.4,,1177.5,,,29.6,4303.0,"McAllen, TX",,,384.1,,8.2,624027,5864.7,,90.2,454.5,2003
252.6,,602.8,,,29.7,3343.1,"Medford, OR",,,247.3,,2.7,188446,4193.2,,35.0,320,2003
559.1,,1747.4,,,47.3,3471.0,"Memphis, TN",,,840.0,,12.3,1239073,6058.4,,380.1,998.8,2003
538.3,,1152.1,,,33.4,2537.7,"Merced, CA",,,670.0,,7,227763,4359.8,,125.1,703.8,2003
507.3,,968.8,,,35.5,3393.7,"Miami, FL",,,667.7,,6.3,5327879,5030.1,,264.0,813.1,2003
144.1,,676.3,,,24.3,3002.5,"Michigan City, IN",,,295.4,,2.7,111040,3974.2,,80.2,251.3,2003
374.9,,935.6,,,34.3,2814.3,"Midland, TX",,,182.4,,1.7,119498,3932.3,,62.8,473.6,2003
168.8,,599.7,,,26.8,2844.7,"Milwaukee, WI",,,477.3,,7.8,1521148,3921.7,,213.1,416.5,2003
168.5,,559.6,,,39.9,2555.6,"Minneapolis, MN",,,337.5,,3,3078535,3452.7,,116.0,327.4,2003
252.3,,1531.5,,,45.1,3737.6,"Mobile, AL",,,479.5,,8.5,401433,5748.7,,251.8,557.8,2003
449,,999.4,,,34.9,3413.5,"Modesto, CA",,,1118.1,,5.5,487502,5531.1,,148.5,637.9,2003
161,,589.2,,,53.4,1829.8,"Monroe, MI",,,209.1,,1.3,149692,2628.1,,36.1,251.9,2003
227.6,,1506.8,,,53.6,3878.6,"Montgomery, AL",,,596.9,,8.2,352344,5982.2,,220.8,510.3,2003
332,,758.9,,,34.8,2595.3,"Morristown, TN",,,327.3,,7.1,126496,3681.5,,46.6,420.6,2003
97.2,,1265.7,,,68.5,4771.0,"Mount Vernon, WA",,,392.6,,0.9,108006,6429.3,,43.5,210.2,2003
169.9,,624.1,,,79.1,2588.8,"Muncie, IN",,,253.2,,0.8,118899,3466,,61.4,311.2,2003
357.6,,761.6,,,63.9,3642.0,"Muskegon, MI",,,387.2,,2.3,172270,4790.7,,70.2,494,2003
647,,1436.7,,,80.3,5309.9,"Myrtle Beach, SC",,,693.1,,6.2,208044,7439.8,,176.4,909.9,2003
218.8,,441.4,,,29.6,2028.3,"Napa, CA",,,282.6,,1.5,131635,2752.3,,38.7,288.7,2003
384,,700.6,,,37.3,1906.6,"Naples, FL",,,163.3,,3.5,281756,2770.5,,83.8,508.6,2003
609.5,,864.6,,,42.4,3148.0,"Nashville, TN",,,467.2,,7.5,1363472,4479.8,,185.2,844.6,2003
361.7,,851.2,,,34.3,2668.1,"New Orleans, LA",,,801.5,,25.5,1319270,4320.8,,238.9,660.4,2003
253.2,,372.1,,,15.1,1476.1,"New York, NY",,,320.3,,5.2,18659493,2168.4,,209.9,483.3,2003
360,,666.0,,,69.4,2230.9,"Niles, MI",,,215.0,,3.1,162762,3111.9,,46.7,479.2,2003
575.8,,905.4,,,58,2024.6,"Ocala, FL",,,211.9,,3.6,277542,3141.9,,91.5,728.9,2003
238.8,,912.4,,,20.5,3021.9,"Ocean City, NJ",,,140.4,,1.9,102584,4074.7,,68.2,329.5,2003
499.1,,871.1,,,15.3,3867.5,"Odessa, TX",,,229.4,,4.8,124214,4968,,61.2,580.4,2003
361.8,,1136.9,,,48.5,4285.7,"Oklahoma City, OK",,,463.1,,5.9,1126991,5885.7,,147.5,563.7,2003
170.5,,754.0,,,49.1,2360.8,"Olympia, WA",,,270.1,,1.8,219880,3385,,41.4,262.9,2003
275,,738.0,,,38.9,3339.5,"Omaha, NE",,,731.9,,5.5,788655,4809.3,,127.3,446.7,2003
542,,1113.7,,,41.8,2957.5,"Orlando, FL",,,467.8,,5,1784264,4539,,170.0,758.9,2003
91,,399.2,,,16.3,2126.1,"Oshkosh, WI",,,81.6,,1.3,159306,2606.9,,18.2,126.8,2003
174.8,,746.0,,,14.4,2494.9,"Owensboro, KY",,,136.1,,0.9,110986,3377,,61.3,251.4,2003
153.1,,439.2,,,16.3,1410.1,"Oxnard, CA",,,217.1,,5.3,792144,2066.4,,81.4,256.1,2003
538.6,,950.8,,,52.5,2389.8,"Palm Bay, FL",,,262.4,,4.4,504647,3602.9,,106.8,702.3,2003
541.1,,1199.2,,,77.6,4141.4,"Panama City, FL",,,290.9,,4.5,154681,5631.6,,139.0,762.2,2003
132.8,,1415.1,,,60.6,2365.8,"Pascagoula, MS",,,375.1,,3.3,153562,4156,,109.4,306.1,2003
372.7,,892.1,,,44.6,2327.3,"Pensacola, FL",,,195.0,,2.8,432254,3414.4,,96.5,516.6,2003
321.5,,507.4,,,33.5,1910.7,"Philadelphia, PA",,,418.5,,8.3,5775734,2836.6,,246.2,609.4,2003
308.9,,1127.4,,,32.5,3467.4,"Phoenix, AZ",,,1257.8,,9.2,3579924,5852.6,,155.9,506.5,2003
440.2,,1494.7,,,48.7,3039.1,"Pine Bluff, AR",,,402.7,,16.9,106774,4936.6,,152.7,658.4,2003
212.5,,437.5,,,21.5,1726.5,"Pittsburgh, PA",,,243.8,,4.8,2424149,2407.8,,120.7,359.5,2003
272.5,,460.4,,,32.9,1104.2,"Pittsfield, MA",,,204.4,,3,133579,1769,,24.7,333.1,2003
224.2,,403.6,,,33,2597.2,"Pocatello, ID",,,131.0,,1.2,84746,3131.7,,11.8,270.2,2003
59.6,,480.1,,,31.7,1898.0,"Portland, ME",,,120.2,,0.6,504909,2498.3,,34.5,126.4,2003
210.1,,785.0,,,42.1,3547.3,"Portland, OR",,,627.8,,2,2037963,4960.1,,106.8,361,2003
424.1,,969.7,,,37.2,2423.1,"Port St, FL",,,237.6,,6.1,343818,3630.4,,132.6,600,2003
161.4,,336.9,,,20.4,1457.7,"Poughkeepsie, NY",,,106.3,,1.7,645621,1900.8,,62.0,245.5,2003
336.4,,878.0,,,21.8,2672.3,"Prescott, AZ",,,307.4,,3.3,183138,3857.7,,30.0,391.5,2003
221.7,,582.3,,,46,1885.0,"Providence, RI",,,386.4,,2.5,1620073,2853.6,,91.8,362,2003
52.7,,643.9,,,26.3,2567.3,"Provo, UT",,,177.9,,0.7,402411,3389.1,,12.7,92.4,2003
424.1,,1055.2,,,26.3,3307.7,"Pueblo, CO",,,302.7,,4.7,148319,4665.6,,122.7,577.8,2003
229.2,,831.6,,,17.8,1999.4,"Punta Gorda, FL",,,163.8,,2.6,151399,2994.7,,33.7,283.4,2003
57.8,,590.3,,,15.6,2549.7,"Racine, WI",,,267.0,,2.6,192104,3407,,120.2,196.2,2003
221.1,,854.6,,,19.2,2403.1,"Raleigh, NC",,,264.4,,3.5,868120,3522.1,,125.4,369.2,2003
200.3,,525.8,,,108.8,3091.9,"Rapid City, SD",,,188.2,,2.6,115820,3805.9,,33.7,345.4,2003
178.8,,496.3,,,23.5,1753.6,"Reading, PA",,,389.8,,5,383049,2639.6,,138.9,346.2,2003
310.5,,837.6,,,63.4,1720.6,"Redding, CA",,,370.4,,2.9,173601,2928.6,,63.9,440.7,2003
306.8,,899.7,,,38.2,3035.8,"Reno, NV",,,582.3,,5.6,377135,4517.7,,166.8,517.3,2003
203.6,,646.3,,,24.7,,"Richmond, VA",,,399.5,,13.6,1140589,,,169.0,410.9,2003
356.6,,853.3,,,29.1,2074.1,"Riverside, CA",,,763.2,,7.3,3552063,3690.6,,151.3,544.3,2003
114.8,,452.1,,,51,1776.2,"Rochester, MN",,,143.5,,0,170754,2371.8,,30.5,196.2,2003
124.8,,526.5,,,20.2,2404.0,"Rochester, NY",,,446.9,,6.3,1044556,3377.4,,141.1,292.5,2003
275,,1487.6,,,24.7,3458.8,"Rocky Mount, NC",,,288.1,,11,145804,5234.4,,174.9,485.6,2003
453.4,,1146.3,,,13.8,3335.7,"Rome, GA",,,338.5,,10.6,93952,4820.5,,79.8,557.7,2003
296.1,,889.5,,,35.3,2428.3,"Sacramento, CA",,,908.1,,5.2,1950441,4225.9,,168.5,505,2003
856.7,,905.5,,,66.4,2438.0,"Saginaw, MI",,,251.5,,9.5,210704,3595.1,,120.1,1052.7,2003
143.5,,921.3,,,34.3,4285.3,"Salem, OR",,,835.5,,2.2,361681,6042.1,,65.5,245.5,2003
295.9,,627.9,,,31.4,2358.9,"Salinas, CA",,,490.5,,6.5,417745,3477.2,,158.0,491.7,2003
555.3,,1040.6,,,34.5,2539.1,"Salisbury, MD",,,162.1,,2.7,112914,3741.8,,168.3,760.8,2003
215.6,,854.3,,,46,4209.0,"Salt Lake City, UT",,,514.0,,3.9,1012356,5577.4,,97.6,363.1,2003
265,,1267.8,,,74.2,4420.9,"San Angelo, TX",,,238.7,,1.9,106404,5927.4,,58.3,399.4,2003
312.2,,1053.0,,,41.4,4262.0,"San Antonio, TX",,,400.9,,6.3,1814397,5715.9,,125.1,485,2003
328.4,,643.2,,,29.1,1848.0,"San Diego, CA",,,798.9,,4.4,2937155,3290.1,,114.9,476.9,2003
137.4,,711.2,,,30.3,2784.1,"Sandusky, OH",,,132.4,,0,79308,3627.6,,37.8,205.5,2003
272.2,,683.5,,,27.2,2578.5,"San Francisco, CA",,,796.4,,7.2,4223349,4058.4,,231.1,537.7,2003
216.1,,399.2,,,26.7,1747.4,"San Jose, CA",,,321.8,,2.8,1757692,2468.5,,71.3,317.1,2003
191.7,,641.2,,,30.9,1905.4,"San Luis Obispo, CA",,,192.9,,2.7,256067,2739.5,,23.8,249.2,2003
346.6,,707.3,,,39.8,2868.1,"Santa Cruz, CA",,,271.0,,5.1,256477,3846.3,,102.9,494.4,2003
341.3,,2081.0,,,58.8,1958.2,"Santa Fe, NM",,,222.9,,6.6,135943,4262.1,,89.0,495.8,2003
377.4,,626.5,,,43.9,2045.0,"Santa Rosa, CA",,,346.3,,1.9,473300,3017.7,,54.1,477.3,2003
448.1,,1083.0,,,31.2,3084.3,"Sarasota, FL",,,300.7,,4.4,631487,4468,,140.1,623.9,2003
278.5,,1204.7,,,25.6,3403.0,"Savannah, GA",,,618.1,,11.8,304146,5225.8,,241.3,557.3,2003
159.1,,447.1,,,24.5,1795.8,"Scranton, PA",,,174.2,,4.9,554517,2417.1,,68.2,256.6,2003
232.5,,936.3,,,42.3,3177.0,"Seattle, WA",,,935.4,,3.5,3157999,5048.7,,131.4,409.7,2003
49.5,,334.1,,,35.4,2502.6,"Sheboygan, WI",,,117.6,,1.8,113123,2954.3,,11.5,98.1,2003
224,,871.7,,,15.6,2885.9,"Sherman, TX",,,211.9,,2.6,115630,3969.6,,51.0,293.2,2003
503.6,,1303.0,,,45.1,3856.3,"Shreveport, LA",,,544.0,,14.5,379039,5703.4,,212.6,775.9,2003
235.2,,791.5,,,33.5,2577.7,"Sioux City, IA",,,282.0,,0.7,143270,3651.1,,36.3,305.7,2003
150.4,,493.1,,,61.4,1745.4,"Sioux Falls, SD",,,159.1,,1.5,195488,2397.6,,21.5,234.8,2003
243.3,,994.2,,,38.7,3348.8,"South Bend, IN",,,304.9,,6.2,320141,4648,,137.4,425.7,2003
550.7,,1023.1,,,43.9,2896.0,"Spartanburg, SC",,,385.3,,8,261846,4304.4,,147.0,749.7,2003
238.5,,1089.4,,,33.1,3926.8,"Spokane, WA",,,527.2,,3.7,431905,5543.3,,107.0,382.3,2003
520.3,,889.2,,,47.4,2273.1,"Springfield, MA",,,603.4,,3.4,677488,3765.7,,176.2,747.3,2003
295.9,,781.7,,,25.5,3482.1,"Springfield, MO",,,287.2,,2.6,380857,4551.1,,49.4,373.4,2003
158.8,,1525.1,,,62,3965.9,"Springfield, OH",,,564.8,,5.6,143598,6055.8,,221.5,447.8,2003
114.5,,260.7,,,26.6,1743.4,"State College, PA",,,50.4,,0.7,138865,2054.5,,13.0,154.8,2003
120.8,,980.5,,,22,3544.7,"St, MO",,,261.2,,0.8,122494,4786.4,,58.8,202.5,2003
317.7,,586.3,,,12.5,2678.7,"St, MO",,,636.5,,5.5,2744792,3901.5,,140.0,475.7,2003
574.5,,1037.6,,,34,3566.7,"Stockton, CA",,,1098.5,,9.3,620747,5702.8,,249.1,866.9,2003
907.5,,1713.4,,,43.3,3102.9,"Sumter, SC",,,577.1,,11.3,106222,5393.4,,217.5,1179.6,2003
190.8,,606.9,,,16.7,1928.8,"Syracuse, NY",,,224.4,,3.8,654609,2760.1,,96.1,307.4,2003
506.2,,1146.9,,,71.3,2931.7,"Tallahassee, FL",,,321.7,,3.6,333871,4400.2,,138.4,719.4,2003
608,,1106.6,,,48,3216.8,"Tampa, FL",,,585.0,,5.3,2535878,4908.4,,202.5,863.8,2003
281.7,,1102.6,,,30.9,3446.6,"Toledo, OH",,,553.8,,3.3,660354,5103,,223.7,539.6,2003
256.6,,915.5,,,34.9,3873.2,"Topeka, KS",,,303.4,,7.9,226430,5092.1,,138.2,437.7,2003
281.9,,579.6,,,17.7,1869.3,"Trenton, NJ",,,455.6,,4.4,361476,2904.5,,233.2,537.2,2003
396.4,,1024.2,,,46.5,5099.8,"Tucson, AZ",,,936.9,,8.3,901305,7060.9,,187.7,639,2003
465.3,,1070.6,,,43.9,2889.1,"Tulsa, OK",,,535.8,,8.6,882386,4495.5,,115.9,633.7,2003
346.5,,986.5,,,40.2,3241.0,"Tuscaloosa, AL",,,308.4,,4.6,194229,4535.9,,139.5,530.8,2003
508.5,,963.3,,,47.8,3031.6,"Tyler, TX",,,257.2,,8.1,184258,4252.2,,96.1,660.5,2003
202.2,,579.9,,,37.8,1689.4,"Utica, NY",,,107.9,,3,299215,2377.2,,80.5,323.5,2003
368.5,,853.6,,,38.6,3214.8,"Valdosta, GA",,,209.3,,2.5,121843,4277.6,,107.5,517.1,2003
344,,650.2,,,32,2490.0,"Vallejo, CA",,,616.1,,4.8,415385,3756.3,,155.0,535.9,2003
253,,778.1,,,52.4,2602.2,"Vero Beach, FL",,,183.1,,4.2,120167,3563.4,,65.7,375.3,2003
390,,1055.5,,,63.8,3666.7,"Victoria, TX",,,245.7,,25.4,114352,4968,,101.4,580.7,2003
462.3,,1140.7,,,45.1,2804.3,"Vineland, NJ",,,312.9,,11.4,148595,4257.9,,253.7,772.6,2003
230.7,,,,,34.3,2799.5,"Virginia Beach, VA",,,323.8,,8,1633403,,,162.0,434.9,2003
524.9,,1047.5,,,33.7,2851.1,"Visalia, CA",,,,,7.8,385777,,,98.8,665.2,2003
385.3,,1395.3,,,37.5,3839.9,"Waco, TX",,,369.5,,8.1,221098,5604.8,,107.6,538.7,2003
162.1,,937.0,,,23.6,3481.2,"Warner Robins, GA",,,261.7,,5.9,118465,4679.9,,86.1,277.7,2003
245.7,,457.4,,,21.8,2190.7,"Washington, DC",,,727.1,,9.1,5067631,3375.2,,210.5,487.1,2003
182.9,,723.6,,,40.4,2340.1,"Waterloo, IA",,,180.4,,4.3,163497,3244.1,,59.9,287.5,2003
108.3,,546.9,,,18.8,1696.3,"Wausau, WI",,,115.3,,0.8,127452,2358.5,,27.5,155.4,2003
92.6,,818.8,,,58.1,3102.7,"Wenatchee, WA",,,172.4,,3.9,101493,4093.9,,32.5,187.2,2003
318.9,,862.9,,,47.7,3257.9,"Wichita, KS",,,293.3,,3.9,583008,4414.2,,100.5,471,2003
589.4,,1351.1,,,34.7,3808.9,"Wichita Falls, TX",,,429.6,,5.9,152694,5589.6,,134.3,764.3,2003
84.7,,506.3,,,23.5,1717.6,"Williamsport, PA",,,129.9,,0.8,119293,2353.9,,66.2,175.2,2003
252.1,,1725.8,,,26.9,3255.7,"Wilmington, NC",,,352.0,,2.1,290018,5333.5,,146.5,427.6,2003
119.7,,508.9,,,18.3,2114.4,"Winchester, VA",,,153.5,,2.7,109442,2776.8,,43.9,184.6,2003
332.3,,1423.9,,,39.9,3331.9,"Winston, NC",,,363.0,,4.8,438524,5118.8,,145.9,522.9,2003
312.3,,530.2,,,26.5,1398.3,"Worcester, MA",,,292.5,,1.9,770995,2221,,79.6,420.4,2003
165.1,,1511.4,,,60.8,3967.7,"Yakima, WA",,,606.7,,4.4,227136,6085.8,,85.9,316.1,2003
168.3,,789.5,,,28,2149.9,"Youngstown, OH",,,290.7,,5,597240,3230,,111.2,312.4,2003
330.5,,992.9,,,48.5,2245.3,"Yuba City, CA",,,595.5,,5.5,146439,3833.7,,77.2,461.6,2003
488.3,,814.1,,,28.6,2273.1,"Yuma, AZ",,,512.2,,2.3,171222,3599.4,,44.4,563.6,2003
41.1,,389.6,,,1.9,533.4,"Aguadilla, Puerto Rico",,,80.6,,5.9,321318,1003.7,,56.0,104.9,2003
70,,627.2,,,10,1014.6,"Fajardo, Puerto Rico",,,148.7,,21.2,80032,1790.5,,129.9,231.2,2003
86.3,,478.9,,,2.4,225.9,"Guayama, Puerto Rico",,,94.6,,21.3,84565,799.4,,99.3,209.3,2003
61.6,,719.8,,,6.9,1944.4,"Mayaguez, Puerto Rico",,,136.2,,8.7,115307,2800.4,,94.5,171.7,2003
88.9,,515.7,,,10.5,1465.7,"Ponce, Puerto Rico",,,204.4,,22.4,267587,2185.8,,170.8,292.6,2003
28.6,,291.0,,,2.9,538.3,"San German, Puerto Rico",,,34.3,,4.3,139876,863.6,,44.3,80.1,2003
91,,571.4,,,5.2,1008.9,"San Juan, Puerto Rico",,,421.7,,24.1,2554433,2001.9,,254.3,374.6,2003
72,,495.2,,,9.1,674.9,"Yauco, Puerto Rico",,,67.9,,8.3,120750,1238.1,,120.1,209.5,2003
201.7,,1241.7,,,39.7,2636.7,"Abilene, TX",,,195.5,,7.4,161150,4073.8,,112.9,361.8,2004
111.5,,794.1,,,45.2,2654.5,"Akron, OH",,,324.3,,3.8,703067,3772.9,,114.1,274.7,2004
221,,1215,,,36,2840.9,"Albany, GA",,,278.4,,3.1,163788,4334.3,,155.7,415.8,2004
607.5,,959.1,,,46.7,3226.2,"Albuquerque, NM",,,640.1,,8.4,776569,4825.5,,180.2,842.8,2004
744,,1406.3,,,28.6,3428.5,"Alexandria, LA",,,327.4,,8.2,146914,5162.2,,145.7,926.4,2004
147.5,,457.9,,,23.2,1969.4,"Allentown, PA",,,176.7,,3.6,770978,2604,,85.6,259.9,2004
128.5,,537.6,,,29,1529.1,"Altoona, PA",,,141.9,,2.4,127595,2208.6,,69,228.8,2004
443.2,,1071.9,,,36.3,3757.6,"Amarillo, TX",,,436.4,,5.1,237149,5265.9,,161.1,645.6,2004
144,,671,,,37.2,1996.1,"Ames, IA",,,156.0,,0,83314,2823.1,,19.2,200.4,2004
590.2,,557.1,,,92.4,2875.1,"Anchorage, AK",,,386.5,,5.2,286671,3818.7,,118.3,806.2,2004
80.3,,520.4,,,27.3,1939.3,"Anderson, IN",,,131.8,,5.3,132008,2591.5,,53,165.9,2004
591.5,,1134.1,,,29.4,3159.8,"Anderson, SC",,,396.3,,8.1,173616,4690.2,,92.2,721.1,2004
202.6,,590.6,,,37.1,2010.8,"Ann Arbor, MI",,,298.5,,2.4,339658,2900,,78.9,320.9,2004
57,,256.8,,,23.6,1875.5,"Appleton, WI",,,80.1,,0.9,212209,2212.4,,13.7,95.2,2004
136.4,,900.6,,,31.2,2048.4,"Asheville, NC",,,316.1,,2.8,387872,3265,,91.8,262.2,2004
195.3,,830.9,,,34.8,3475.7,"Athens, GA",,,275.3,,2.9,175101,4581.9,,102.8,335.8,2004
285.3,,964.2,,,27.9,2627.1,"Atlanta, GA",,,633.5,,8.1,4686829,4224.8,,200.6,521.9,2004
286.9,,688,,,32.4,3190.9,"Atlantic City, NJ",,,174.5,,4.1,265254,4053.5,,207.3,530.8,2004
307.5,,1029.6,,,51.5,3145.2,"Auburn, AL",,,161.2,,8.3,120343,4335.9,,92.2,459.5,2004
,,879.9,,,48.3,3046.7,"Augusta, GA",,,488.4,,3.9,519256,4415,,120.6,,2004
213.7,,763.7,,,36.3,3191,"Austin, TX",,,255.7,,2.6,1400772,4210.5,,112,364.5,2004
446.7,,1140.6,,,30.1,2585.7,"Bakersfield, CA",,,679.9,,7.1,721313,4406.1,,129.1,612.9,2004
587.9,,715,,,23.8,2469,"Baltimore, MD",,,476.5,,12.5,2639571,3660.4,,262,886.1,2004
37.1,,626.5,,,13.5,2401.6,"Bangor, ME",,,94.4,,0.7,148279,3122.5,,19.6,70.8,2004
301,,757.8,,,25.3,1500.8,"Barnstable Town, MA",,,133.7,,2.2,228941,2392.3,,35.4,363.8,2004
424.9,,1080.8,,,29.2,3612.7,"Baton Rouge, LA",,,383.5,,10.9,725771,5076.9,,167.7,632.7,2004
476.7,,936.1,,,102.7,3222.4,"Battle Creek, MI",,,239.0,,6.5,139304,4397.6,,91.9,677.7,2004
166.7,,528.2,,,71.9,1804.1,"Bay City, MI",,,189.4,,1.8,109806,2521.7,,42.8,283.2,2004
337,,1134.5,,,38,3146.3,"Beaumont, TX",,,315.4,,4.4,389056,4596.3,,145.5,524.9,2004
138.3,,1000.3,,,50.4,3913.7,"Bellingham, WA",,,358.8,,2.2,178654,5272.8,,53.7,244.6,2004
99.4,,919.2,,,39,3267.7,"Bend, OR",,,315.1,,1.5,130765,4502,,33.6,173.6,2004
130.9,,517.3,,,23.5,3373.2,"Billings, MT",,,196.0,,4.2,144401,4086.5,,40.9,199.4,2004
81.1,,337.5,,,22.7,1984.6,"Binghamton, NY",,,66.4,,0.8,251590,2388.4,,37.8,142.3,2004
312.3,,1091.8,,,45.5,2909.6,"Birmingham, AL",,,432.5,,7.1,1079659,4433.9,,213.7,578.6,2004
55.7,,295.1,,,25.8,1727.4,"Bismarck, ND",,,137.2,,1,96909,2159.8,,6.2,88.7,2004
98.2,,521.1,,,27.2,1875.3,"Bloomington, IN",,,141.0,,1.1,180185,2537.4,,41.1,167.6,2004
225.4,,549.4,,,60.5,2220,"Boise City, ID",,,254.9,,2.3,520943,3024.3,,27.3,315.4,2004
257.6,,443.3,,,23.2,1556,"Boston, MA",,,327.6,,2.6,4433110,2326.9,,117,400.4,2004
287.8,,702.1,,,94.8,1865.3,"Bremerton, WA",,,256.6,,0.4,243559,2824,,51.3,434.4,2004
155.8,,387.3,,,15.2,1654.1,"Bridgeport, CT",,,241.8,,2.7,886033,2283.2,,110.3,284,2004
349.4,,1012.2,,,34.1,4164.8,"Brownsville, TX",,,245.1,,1.9,369191,5422.1,,81.5,467,2004
277.8,,616.4,,,31.2,2085.8,"Buffalo, NY",,,291.6,,5.5,1161677,2993.9,,166.4,480.9,2004
270.6,,903.2,,,15.8,2478.5,"Burlington, NC",,,174.2,,1.4,138953,3555.9,,92.8,380.7,2004
386.6,,917.8,,,34.8,2272.1,"Cape Coral, FL",,,439.0,,6.2,503145,3629,,150.5,578,2004
465.1,,649.1,,,0,1867.4,"Carson City, NV",,,371.4,,1.7,57621,2887.8,,41.7,508.5,2004
158.1,,932.8,,,10.2,3667.5,"Casper, WY",,,266.9,,0,68930,4867.3,,23.2,191.5,2004
160.9,,766.4,,,22.2,2492.2,"Cedar Rapids, IA",,,167.5,,0.4,243601,3426.1,,35.3,218.8,2004
366.3,,998.4,,,19.5,2590.3,"Charleston, WV",,,382.2,,7.5,307683,3971,,78,471.3,2004
601.4,,860.8,,,44.8,2986.8,"Charleston, SC",,,422.9,,4.5,578649,4270.5,,163.8,814.5,2004
468.9,,1334.2,,,37.1,3442.9,"Charlotte, NC",,,619.2,,6.7,1459677,5396.3,,250.5,763.3,2004
187.5,,310.2,,,37.6,1868.2,"Charlottesville, VA",,,157.0,,3.3,183439,2335.4,,51.8,280.2,2004
449.4,,984.5,,,36.8,3569.7,"Chattanooga, TN",,,482.8,,4.7,491744,5037,,119.8,610.7,2004
130.6,,503.7,,,37.7,2975.1,"Cheyenne, WY",,,136.5,,1.2,84972,3615.3,,20,189.5,2004
246,,1148.8,,,43.1,2058.2,"Chico, CA",,,665.3,,2.8,213444,3872.2,,60.4,352.3,2004
141.1,,726.2,,,42.8,2642.3,"Cincinnati, OH",,,303.1,,4.8,2053736,3671.6,,171.8,360.5,2004
327,,824.5,,,37.7,2574.7,"Clarksville, TN",,,161.6,,2.9,238825,3560.8,,90,457.7,2004
578.5,,984.1,,,30.7,2520.6,"Cleveland, TN",,,293.0,,1.9,107514,3797.6,,50.2,661.3,2004
218.7,,821.4,,,42.6,2450.8,"Coeur d, ID",,,220.4,,0.8,119797,3492.6,,15,277.1,2004
419.2,,960.5,,,60.3,3485.5,"College Station, TX",,,191.0,,2.6,195839,4637,,72,554,2004
311.1,,806.9,,,60.8,3009.1,"Colorado Springs, CO",,,423.2,,3.3,578642,4239.2,,65.3,440.5,2004
263,,467,,,19.7,2329.8,"Columbia, MO",,,135.8,,0.7,152457,2932.6,,78.7,362.1,2004
587.7,,900,,,40.9,3349.5,"Columbia, SC",,,390.3,,8.7,679650,4639.9,,165.5,802.8,2004
207.3,,1002.2,,,18.5,3514.8,"Columbus, GA",,,599.9,,11.3,291367,5116.9,,156.5,393.7,2004
115.3,,348.8,,,13.7,3280.2,"Columbus, IN",,,131.8,,0,72831,3760.8,,20.6,149.7,2004
145.9,,1266.6,,,51.8,3319.1,"Columbus, OH",,,618.4,,7,1677988,5204.1,,239.6,444.4,2004
385.6,,1339.3,,,63.3,4584.4,"Corpus Christi, TX",,,305.6,,7.5,413663,6229.2,,143.6,600,2004
109.8,,650.3,,,33.7,3003.2,"Corvallis, OR",,,223.4,,1.2,80115,3876.9,,36.2,181,2004
338.8,,593.8,,,26.6,1755.8,"Cumberland, MD",,,76.8,,0,101547,2426.5,,35.5,400.8,2004
306.2,,1079.9,,,34.7,3300.6,"Dallas, TX",,,573.4,,7.3,5683559,4953.9,,206.7,554.9,2004
282.8,,850.9,,,20.9,3066.5,"Dalton, GA",,,360.9,,4.6,129399,4278.2,,47.1,355.5,2004
227.9,,449.4,,,25.5,1939.7,"Danville, VA",,,176.8,,4.6,109709,2565.9,,91.2,349.1,2004
107.3,,926.6,,,41.9,2666.1,"Dayton, OH",,,477.8,,5.1,847808,4070.5,,154.8,309,2004
110.7,,819.4,,,19.6,2744.2,"Decatur, AL",,,172.8,,2,148166,3736.3,,105.3,237.6,2004
